subject,level,true_time,min_time,coco_count,rmi
48545,4,197.865966796875,1686.572998046875,285,0.31531759016760774
48550,6,108.2991714477539,41.052528381347656,251,0.37702999702447393
48550,1,141.6912078857422,149.45179748535156,342,0.4291917147289358
48550,4,148.98239135742188,291.1509094238281,219,0.44274150496893616
48550,7,145.89102172851563,440.1253967285156,345,0.4618064675689111
48550,2,89.6077880859375,586.02447509765625,207,0.7632767979632507
48550,5,152.30706787109375,675.63232421875,345,0.3561759465809
48550,9,141.83294677734386,827.9395751953125,315,0.3739435651575733
48550,8,101.74090576171864,969.77191162109375,206,0.6888425722254584
48550,3,143.3330078125,1071.5050048828125,341,0.47179419774607834
48550,10,144.116943359375,1214.845947265625,345,0.39051510731907324
48565,9,172.8499641418457,43.37533187866211,320,0.3116528004011532
48565,7,150.50001525878906,216.32530212402344,331,0.3696710021973594
48565,3,163.89999389648438,366.84228515625,300,0.21444314814636445
48565,8,118.4000244140625,530.72528076171875,212,0.42352982896075253
48565,1,196.0999755859375,649.12530517578125,319,0.19910406107478706
48565,6,108.5830078125,845.22528076171875,227,0.3429594767079954
48565,10,191.54974365234375,953.80828857421875,348,0.34532782116465255
48565,4,206.7908935546875,1145.3580322265625,306,0.35403480397297393
48565,5,180.883056640625,1352.1490478515625,345,0.22773826910951878
48565,2,203.449951171875,1533.031982421875,251,0.2333883722193073
48572,2,99.86777114868164,49.61323165893555,211,0.6464852698582855
48572,7,134.6018829345703,149.5811004638672,205,0.21126986643593826
48572,9,155.68460083007813,284.1990051269531,305,0.329928822620004
48572,4,164.50143432617188,439.88330078125,284,0.5762337005891427
48572,10,164.17315673828125,604.63458251953125,345,0.3155727787497238
48572,8,97.23419189453125,768.54217529296875,246,0.38867297840200976
48572,5,158.20172119140636,865.79217529296875,345,0.36336960776880733
48572,1,194.48406982421864,1023.9940185546876,347,0.2275811592144037
48572,6,91.64990234375,1218.47802734375,210,0.42744808914522214
48572,3,154.885009765625,1310.1290283203125,312,0.2533337100288615
48578,5,145.44529724121094,52.32659912109375,324,0.16169855372443287
48578,1,146.09779357910156,197.88900756835935,345,0.34387616450724834
