subject,width,height,resolution
48623,2880,1800,2880 x 1800 @ 60Hz
48623,2880,1800,2880 x 1800 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48626,2420,1404,1668 x 2420 @ 60Hz
48633,1371,857,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48633,1921,1081,1921 x 1081 @ 60Hz
48648,1728,1080,1920 x 1200 @ 60Hz
48648,1728,1080,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48648,1920,1200,1920 x 1200 @ 60Hz
48683,2304,1440,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2880,1800,2880 x 1800 @ 60Hz
48683,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48705,2304,1440,2880 x 1800 @ 60Hz
48708,1152,720,1920 x 1080 @ 60Hz
48708,1152,720,1920 x 1080 @ 60Hz
48708,1152,720,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48708,1920,1080,1920 x 1080 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48710,2304,1440,2880 x 1800 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48717,1152,720,1536 x 1024 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48720,2304,1440,2940 x 1912 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48738,2561,1601,2561 x 1601 @ 60Hz
48738,2561,1601,2561 x 1601 @ 60Hz
48738,2561,1601,2561 x 1601 @ 60Hz
48738,2561,1601,2561 x 1601 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48738,1728,1080,2561 x 1601 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48813,2304,1440,2880 x 1800 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48820,2304,1440,3420 x 2224 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48832,2732,1740,2048 x 2732 @ 60Hz
48842,2304,1440,2880 x 1800 @ 60Hz
48842,2304,1440,2880 x 1800 @ 60Hz
48842,2304,1440,2880 x 1800 @ 60Hz
48842,2304,1440,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48842,2880,1800,2880 x 1800 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48854,2304,1440,3360 x 2100 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48859,2304,1440,2940 x 1912 @ 60Hz
48930,1152,720,1366 x 768 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48930,1366,768,1025 x 576 @ 60Hz
48930,1366,768,1025 x 576 @ 60Hz
48930,1366,768,1025 x 576 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48930,864,540,1025 x 576 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48932,2304,1440,3420 x 2214 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48934,2304,1440,2880 x 1800 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48948,2304,1440,3420 x 2214 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48951,1440,900,1920 x 1200 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48952,1152,720,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
48982,1440,900,1920 x 1080 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2304,1440,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49008,2560,1598,2560 x 1664 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49024,2304,1440,2880 x 1800 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49025,2304,1440,2940 x 1912 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49035,2304,1440,2880 x 1800 @ 60Hz
49040,1152,720,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49040,1366,768,1366 x 768 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49041,2304,1440,3456 x 2234 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49058,2304,1440,2880 x 1800 @ 60Hz
49061,1728,1080,2561 x 1601 @ 60Hz
49061,1728,1080,2561 x 1601 @ 60Hz
49061,1728,1080,2561 x 1601 @ 60Hz
49061,1728,1080,2561 x 1601 @ 60Hz
49061,1728,1080,2561 x 1601 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49069,1440,900,1920 x 1080 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2304,1440,2560 x 1600 @ 60Hz
49074,2560,1600,2560 x 1600 @ 60Hz
49074,2560,1600,2560 x 1600 @ 60Hz
49074,2560,1600,2560 x 1600 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49098,2304,1440,2736 x 1824 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49103,1440,900,1920 x 1080 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49111,1728,1080,1920 x 1200 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49187,2304,1440,2940 x 1912 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49216,2304,1440,2560 x 1600 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49221,1440,900,1920 x 1200 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49224,2304,1440,2940 x 1912 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49277,2304,1440,2880 x 1800 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1920,1080,1920 x 1080 @ 60Hz
49279,1152,720,1920 x 1080 @ 60Hz
49279,1152,720,1920 x 1080 @ 60Hz
