subject,level,total_time,total_distance,start_time,rmi
48595,3,139.17422485351563,1575.3327391306839,343.10888671875,0.5467831953042718
48595,4,136.677001953125,1571.0640640585736,1232.08203125,0.6263507451468813
48595,5,149.96010208129883,1732.8087382713938,62.50230026245117,0.2852637862513121
48595,6,76.9139404296875,857.4507312157957,1014.4580078125,0.6134957127398607
48595,7,130.4401092529297,1503.4803295472389,212.56629943847656,0.4136033513591668
48595,8,112.47784423828125,1158.3794216111537,628.2100830078125,0.8353147384682067
48595,9,186.174560546875,2115.885302070701,828.16741943359375,0.5546121484213258
48595,10,140.472900390625,1550.4088882514798,1091.4930419921875,0.5551873038726279
48598,1,159.5173339843751,1832.0931064982126,917.5416259765624,0.32766346416325454
48598,2,123.8670654296875,1418.566361857063,635.026123046875,0.23514228657639857
48598,3,165.383056640625,1902.4672480245174,1355.125,0.29077920912373423
48598,4,163.7830810546875,1886.851945213271,1191.2249755859375,0.3387247113462888
48598,5,154.63333129882813,1788.4362589721486,480.2771911621094,0.26368955404617134
48598,6,113.9659423828125,1298.189487108236,1077.1590576171875,0.25742492884470825
48598,7,149.65716552734375,1725.6679541971573,46.670928955078125,0.26873913583553344
48598,8,116.35029602050778,1329.9062989528286,196.4441070556641,0.45039982933907385
48598,9,158.43304443359364,1823.705140816844,758.9932250976564,0.33015050183089445
48598,10,167.24990844726563,1933.1353774233205,312.91070556640625,0.2791470247558061
48601,1,211.3990478515625,2281.134505371458,1042.625,0.21030721272403075
48601,2,151.2320556640625,1592.9992587447757,1608.43896484375,0.18101698084384554
48601,3,207.0159912109375,2279.0706507071422,297.8623046875,0.19843857396918874
48601,4,234.90098571777344,2568.4730276396467,62.84632873535156,0.18604570892658212
48601,5,191.3990478515625,2141.1299066576103,1759.77099609375,0.17052528335637573
48601,6,119.3330078125,1364.8203196774373,1254.1240234375,0.34654487495977837
48601,7,174.03173828125,1928.542085647097,868.4932861328125,0.1638050344725559
48601,8,156.3989868164063,1687.7081356256265,504.9953002929687,0.29957068683015
48601,9,234.781982421875,2546.085991227544,1373.5570068359375,0.2060714659738816
