subject,level,collection_num,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
48717.0,5.0,1,1,2,25.98505743696826,3.4195028033386756,0.613407053921902,0,211.3061981201172
48717.0,5.0,1,2,2,20.13352285963183,3.49536627383483,0.682842712474619,0,211.3061981201172
48717.0,5.0,1,3,2,23.435430491856167,3.322298825450383,0.8513997106635237,0,211.3061981201172
48717.0,5.0,1,4,2,27.25949489513564,3.1947650855582204,0.682842712474619,0,211.3061981201172
48717.0,5.0,1,5,2,19.900662119111228,3.318892148268563,0.848528137423857,0,211.3061981201172
48717.0,5.0,1,6,2,23.767562188376257,3.173017755333664,0.848528137423857,0,211.3061981201172
48717.0,5.0,1,7,2,14.032136027701641,3.48632799728741,0.613407053921902,0,211.3061981201172
48717.0,5.0,1,8,2,16.36622446440948,3.3140139853976827,0.8513997106635237,0,211.3061981201172
48717.0,5.0,1,9,2,20.290735886574925,3.1437995513435655,0.848528137423857,0,211.3061981201172
48717.0,5.0,1,10,2,24.6084258419356,3.0309019114549263,0.8513997106635237,0,211.3061981201172
48717.0,5.0,1,11,2,27.767374455240752,2.973243379986357,0.613407053921902,0,211.3061981201172
48717.0,5.0,1,12,2,16.83837620612945,3.10255189202145,0.848528137423857,0,211.3061981201172
48717.0,5.0,1,13,2,21.269498650848604,2.980080736974607,0.848528137423857,0,211.3061981201172
48717.0,5.0,1,14,2,13.429365722161013,3.040207150810445,0.682842712474619,0,211.3061981201172
48717.0,5.0,1,15,2,18.005791382187493,2.9105976887086475,0.8513997106635237,0,211.3061981201172
48717.0,5.0,1,16,2,22.761133163754426,2.834266233595969,0.682842712474619,0,211.3061981201172
48717.0,5.0,1,17,2,17.108615245978847,2.717547429941426,0.613407053921902,0,211.3061981201172
48717.0,5.0,1,18,2,31.20958470782386,1.7624456757440612,0.613407053921902,0,211.3061981201172
48717.0,5.0,1,19,2,28.819125338891716,1.8477151084630254,0.8513997106635237,0,211.3061981201172
48717.0,5.0,1,20,2,25.232544970720777,1.7184363337484516,0.682842712474619,0,211.3061981201172
48717.0,5.0,1,21,2,32.778081775754586,1.9471204733968959,0.682842712474619,0,211.3061981201172
48717.0,5.0,1,22,2,25.295540620019164,1.8584719342013842,0.848528137423857,0,211.3061981201172
