subject,level,collection_num,choice,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
48934,7,1,16,1,5,18.64490328472422,1.4460419716435204,0.613407053921902,0,1249.47998046875
48934,7,1,16,2,2,15.237531907534553,1.7475972188217395,0.682842712474619,0,1249.47998046875
48934,7,1,16,3,4,15.178353616144275,1.4173452964261752,0.8513997106635237,0,1249.47998046875
48934,7,1,16,4,5,16.69078962662661,1.1167945062201632,0.682842712474619,0,1249.47998046875
48934,7,1,16,5,2,12.501295875425347,1.5851950127481353,0.848528137423857,0,1249.47998046875
48934,7,1,16,6,4,13.397105598916253,1.202764766469086,0.848528137423857,0,1249.47998046875
48934,7,1,16,7,1,11.755524264303276,2.1243458023631865,0.613407053921902,0,1249.47998046875
48934,7,1,16,8,1,10.352892283470043,1.8326427461760983,0.8513997106635237,0,1249.47998046875
48934,7,1,16,9,4,10.265593918362443,1.3428288766978616,0.848528137423857,0,1249.47998046875
48934,7,1,16,10,4,12.392838995174044,0.9389148356954118,0.8513997106635237,0,1249.47998046875
48934,7,1,16,11,5,14.73338000137161,0.7460331189957827,0.613407053921902,0,1249.47998046875
48934,7,1,16,12,2,7.5021595934055405,1.5947911891782502,0.848528137423857,0,1249.47998046875
48934,7,1,16,13,2,8.915292391644439,0.9995932598608286,0.848528137423857,0,1249.47998046875
48934,7,1,16,14,1,5.672951492224622,2.06282685902412,0.682842712474619,0,1249.47998046875
48934,7,1,16,15,1,5.512024899863932,1.1363605284832121,0.765685424949238,0,1249.47998046875
48934,7,1,16,16,2,8.864674746447633,0.5992659536484809,0.682842712474619,1,1249.47998046875
48934,7,1,16,17,,,,,0,1249.47998046875
48934,7,1,16,18,5,24.613664058004577,-1.2688322923814395,0.613407053921902,0,1249.47998046875
48934,7,1,16,19,4,21.29747539874871,-1.2199391427623227,0.8513997106635237,0,1249.47998046875
48934,7,1,16,20,2,20.134110819619526,-1.4553122680633486,0.682842712474619,0,1249.47998046875
48934,7,1,16,21,5,23.490051047707258,-1.0186949704438457,0.682842712474619,0,1249.47998046875
48934,7,1,16,22,2,18.151651121275805,-1.3020315083872374,0.848528137423857,0,1249.47998046875
48934,7,1,16,23,4,20.06694990007449,-1.059438236391709,0.848528137423857,0,1249.47998046875
48934,7,1,16,24,1,15.046341435452323,-1.6493010544597642,0.613407053921902,0,1249.47998046875
48934,7,1,16,25,1,15.178353616144275,-1.4173452964261752,0.8513997106635237,0,1249.47998046875
48934,7,1,16,26,4,16.69078962662661,-1.1167945062201632,0.848528137423857,0,1249.47998046875
48934,7,1,16,27,4,19.41088607518711,-0.8831817819378032,0.8513997106635237,0,1249.47998046875
48934,7,1,16,28,5,21.800745999355236,-0.7587982130001064,0.613407053921902,0,1249.47998046875
48934,7,1,16,29,2,13.397105598916253,-1.202764766469086,0.848528137423857,0,1249.47998046875
48934,7,1,16,30,2,15.89598937757885,-0.9048975585976676,0.848528137423857,0,1249.47998046875
48934,7,1,16,31,1,10.265593918362443,-1.3428288766978616,0.682842712474619,0,1249.47998046875
48934,7,1,16,32,1,12.392838995174044,-0.9389148356954118,0.8513997106635237,0,1249.47998046875
48934,7,1,16,33,2,15.867655725528357,-0.6818272794446799,0.682842712474619,0,1249.47998046875
48934,7,1,16,34,1,9.789405414033398,-0.7261330781485691,0.613407053921902,0,1249.47998046875
48934,7,1,16,35,5,32.65933586554981,2.33843966362278,0.613407053921902,0,1249.47998046875
48934,7,1,16,36,4,30.238753598301432,2.4189049452940785,0.8513997106635237,0,1249.47998046875
48934,7,1,16,37,2,26.69423643864672,2.294700881993246,0.682842712474619,0,1249.47998046875
48934,7,1,16,38,5,34.14940964812132,2.5158965300056715,0.682842712474619,0,1249.47998046875
48934,7,1,16,39,2,26.71108831759914,2.427200084295155,0.848528137423857,0,1249.47998046875
48934,7,1,16,40,4,30.664021250432803,2.5342328860230317,0.848528137423857,0,1249.47998046875
48934,7,1,16,41,1,20.641518523279355,2.328100304156764,0.613407053921902,0,1249.47998046875
48934,7,1,16,42,1,23.185820215001545,2.4380186224518603,0.8513997106635237,0,1249.47998046875
48934,7,1,16,43,4,27.191583609249165,2.557261923291011,0.848528137423857,0,1249.47998046875
48934,7,1,16,44,4,31.48304590275854,2.6449836461251537,0.8513997106635237,0,1249.47998046875
48934,7,1,16,45,5,34.60046461264199,2.6931971727432846,0.613407053921902,0,1249.47998046875
48934,7,1,16,46,2,23.737780837950734,2.5870121618203568,0.848528137423857,0,1249.47998046875
48934,7,1,16,47,2,28.111958296194782,2.680808479913926,0.848528137423857,0,1249.47998046875
48934,7,1,16,48,1,20.312120988276295,2.6268430924589445,0.682842712474619,0,1249.47998046875
48934,7,1,16,49,1,24.786734742171827,2.726317619737338,0.8513997106635237,0,1249.47998046875
48934,7,1,16,50,2,29.430973128919835,2.7949117077678327,0.682842712474619,0,1249.47998046875
48934,7,1,16,51,1,23.593054469033632,2.8624778573906093,0.613407053921902,0,1249.47998046875
48934,7,1,16,52,5,25.589690483520396,-2.3335338016164053,0.613407053921902,0,1249.47998046875
48934,7,1,16,53,2,19.641341576021755,-2.272574748882027,0.682842712474619,0,1249.47998046875
48934,7,1,16,54,4,23.185820215001545,-2.4380186224518603,0.8513997106635237,0,1249.47998046875
48934,7,1,16,55,5,27.191583609249165,-2.557261923291011,0.682842712474619,0,1249.47998046875
48934,7,1,16,56,2,19.664238581093535,-2.452714319487724,0.848528137423857,0,1249.47998046875
48934,7,1,16,57,4,23.737780837950734,-2.5870121618203568,0.848528137423857,0,1249.47998046875
48934,7,1,16,58,1,13.574694354219222,-2.3134674257696872,0.613407053921902,0,1249.47998046875
48934,7,1,16,59,1,16.14875533612299,-2.473814695482438,0.8513997106635237,0,1249.47998046875
48934,7,1,16,60,4,20.312120988276295,-2.6268430924589445,0.848528137423857,0,1249.47998046875
48934,7,1,16,61,4,24.786734742171827,-2.726317619737338,0.8513997106635237,0,1249.47998046875
48934,7,1,16,62,5,28.024849531697352,-2.776724447155265,0.613407053921902,0,1249.47998046875
48934,7,1,16,63,2,16.931694509828823,-2.6826992626401767,0.848528137423857,0,1249.47998046875
48934,7,1,16,64,2,21.528637651058673,-2.7857576502938497,0.848528137423857,0,1249.47998046875
48934,7,1,16,65,1,13.630198050870748,-2.7659907620172075,0.682842712474619,0,1249.47998046875
48934,7,1,16,66,1,18.37341174203567,-2.865984316603341,0.8513997106635237,0,1249.47998046875
48934,7,1,16,67,2,23.2246037464321,-2.924604969384132,0.682842712474619,0,1249.47998046875
48934,7,1,16,68,1,17.743513153893012,-3.056953697191716,0.613407053921902,0,1249.47998046875
48934,7,2,13,1,5,15.956243244484378,0.9395039901318532,0.613407053921902,0,1250.012939453125
48934,7,2,13,2,2,14.626894578154253,1.331930218558907,0.682842712474619,0,1250.012939453125
