subject,level,collection_num,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
47192.0,4.0,1,1,5,39.16807207872905,3.292977094021781,0.613407053921902,0,378.8656005859375
47192.0,4.0,1,2,2,33.44354787383476,3.3514655349667275,0.682842712474619,0,378.8656005859375
47192.0,4.0,1,3,4,36.40735747726841,3.2359979275020265,0.8513997106635237,0,378.8656005859375
47192.0,4.0,1,4,5,39.780905753461006,3.1389885432405915,0.682842712474619,0,378.8656005859375
47192.0,4.0,1,5,2,32.88925583486912,3.2461315251163936,0.848528137423857,0,378.8656005859375
47192.0,4.0,1,6,4,36.24538499532881,3.1387346185336837,0.848528137423857,0,378.8656005859375
47192.0,4.0,1,7,1,27.344894795987745,3.3593208623411126,0.613407053921902,0,378.8656005859375
47192.0,4.0,1,8,1,29.37534034297019,3.25869106967864,0.8513997106635237,0,378.8656005859375
47192.0,4.0,1,9,4,32.709867079422175,3.1384258017824127,0.848528137423857,0,378.8656005859375
47192.0,4.0,1,10,4,36.42746475451732,3.0415251668864274,0.8513997106635237,0,378.8656005859375
47192.0,4.0,1,11,5,39.19984103670952,2.9849832273006354,0.613407053921902,0,378.8656005859375
47192.0,4.0,1,12,2,29.17435303905344,3.1380421366459643,0.848528137423857,0,378.8656005859375
47192.0,4.0,1,13,2,32.91151256529334,3.0307931981645924,0.848528137423857,0,378.8656005859375
47192.0,4.0,1,14,1,25.63884447749521,3.1375526592118117,0.682842712474619,0,378.8656005859375
47192.0,4.0,1,15,1,29.400257315699147,3.0174959530226095,0.8513997106635237,0,378.8656005859375
47192.0,4.0,1,16,2,33.48730975037344,2.9256687542593096,0.682842712474619,0,378.8656005859375
47192.0,4.0,1,17,1,27.39038039791378,2.9164795055552597,0.613407053921902,0,378.8656005859375
47192.0,4.0,1,18,5,17.596629435441105,4.661794390895055,0.37888543819998316,0,378.8656005859375
47192.0,4.0,1,19,2,28.30462989399629,4.80599476024554,0.3414213562373095,0,378.8656005859375
47192.0,4.0,1,20,4,21.568533599027493,4.505740418543182,0.482842712474619,0,378.8656005859375
47192.0,4.0,1,21,5,18.14528064783368,4.026215384864212,0.3414213562373095,0,378.8656005859375
47192.0,4.0,1,22,2,28.52607809791575,4.556622561332124,0.4242640687119285,0,378.8656005859375
47192.0,4.0,1,23,4,24.03719409217012,4.2136933620656185,0.4242640687119285,0,378.8656005859375
47192.0,4.0,1,24,1,35.52847620830929,4.587503539281336,0.382842712474619,0,378.8656005859375
47192.0,4.0,1,25,4,30.435541556881635,4.325041672548655,0.4242640687119285,0,378.8656005859375
47192.0,4.0,1,26,4,28.11355114596764,3.9909714303707835,0.482842712474619,0,378.8656005859375
