nn_weight,ta_weight,clst_weight,pv_weight,obj_ID,x,y,point_value,time,dist,points,strategy,forager,level
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,40.70189947207868,5.0,218.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,41.00624729816563,3.5,220.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,41.53696710754536,6.103277807866851,222.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,41.84440483849603,3.5355339059327378,224.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,42.15184256944671,3.5355339059327378,226.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,42.45619039553366,3.5,228.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,42.986910204913386,6.103277807866851,230.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,22,12.5,-17.5,2.0,43.29434793586406,3.5355339059327378,232.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,25,10.0,-15.0,2.0,43.601785666814735,3.5355339059327378,234.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,24,6.5,-15.0,2.0,43.90613349290169,3.5,236.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,31,10.0,-10.0,2.0,44.43685330228141,6.103277807866851,238.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,29,12.5,-12.5,2.0,44.74429103323209,3.5355339059327378,240.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,32,15.0,-10.0,2.0,45.05172876418276,3.5355339059327378,242.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,34,15.0,-6.5,2.0,45.356076590269716,3.5,244.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,33,20.0,-10.0,2.0,45.88679639964944,6.103277807866851,246.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,30,17.5,-12.5,2.0,46.194234130600115,3.5355339059327378,248.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,46.50167186155079,3.5355339059327378,250.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,46.80601968763774,3.5,252.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,47.33673949701747,6.103277807866851,254.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,47.64417722796814,3.5355339059327378,256.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,26,15.0,-15.0,2.0,47.95161495891882,3.5355339059327378,258.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,48.386397567614466,5.0,260.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,48.69074539370142,3.5,262.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,49.221465203081145,6.103277807866851,264.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,22,12.5,-17.5,2.0,49.52890293403182,3.5355339059327378,266.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,25,10.0,-15.0,2.0,49.836340664982494,3.5355339059327378,268.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,24,6.5,-15.0,2.0,50.14068849106945,3.5,270.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,31,10.0,-10.0,2.0,50.67140830044917,6.103277807866851,272.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,29,12.5,-12.5,2.0,50.97884603139985,3.5355339059327378,274.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,32,15.0,-10.0,2.0,51.28628376235052,3.5355339059327378,276.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,34,15.0,-6.5,2.0,51.590631588437475,3.5,278.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,33,20.0,-10.0,2.0,52.1213513978172,6.103277807866851,280.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,30,17.5,-12.5,2.0,52.428789128767875,3.5355339059327378,282.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,52.73622685971855,3.5355339059327378,284.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,53.0405746858055,3.5,286.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,53.57129449518523,6.103277807866851,288.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,53.8787322261359,3.5355339059327378,290.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,54.18616995708658,3.5355339059327378,292.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,54.49051778317353,3.5,294.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,55.021237592553256,6.103277807866851,296.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,22,12.5,-17.5,2.0,55.32867532350393,3.5355339059327378,298.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,25,10.0,-15.0,2.0,55.636113054454604,3.5355339059327378,300.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,24,6.5,-15.0,2.0,55.94046088054156,3.5,302.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,31,10.0,-10.0,2.0,56.47118068992128,6.103277807866851,304.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,29,12.5,-12.5,2.0,56.77861842087196,3.5355339059327378,306.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,26,15.0,-15.0,2.0,57.08605615182263,3.5355339059327378,308.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,32,15.0,-10.0,2.0,57.52083876051828,5.0,310.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,34,15.0,-6.5,2.0,57.825186586605234,3.5,312.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,33,20.0,-10.0,2.0,58.35590639598496,6.103277807866851,314.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,30,17.5,-12.5,2.0,58.663344126935634,3.5355339059327378,316.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,58.97078185788631,3.5355339059327378,318.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,59.27512968397326,3.5,320.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,59.80584949335299,6.103277807866851,322.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,60.11328722430366,3.5355339059327378,324.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,60.420724955254336,3.5355339059327378,326.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,60.72507278134129,3.5,328.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,61.255792590721015,6.103277807866851,330.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,22,12.5,-17.5,2.0,61.56323032167169,3.5355339059327378,332.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,25,10.0,-15.0,2.0,61.870668052622364,3.5355339059327378,334.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,24,6.5,-15.0,2.0,62.17501587870932,3.5,336.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,31,10.0,-10.0,2.0,62.70573568808904,6.103277807866851,338.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,29,12.5,-12.5,2.0,63.01317341903972,3.5355339059327378,340.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,32,15.0,-10.0,2.0,63.32061114999039,3.5355339059327378,342.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,34,15.0,-6.5,2.0,63.624958976077345,3.5,344.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,33,20.0,-10.0,2.0,64.15567878545707,6.103277807866851,346.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,30,17.5,-12.5,2.0,64.46311651640774,3.5355339059327378,348.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,64.7705542473584,3.5355339059327378,350.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,65.07490207344536,3.5,352.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,65.60562188282509,6.103277807866851,354.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,65.91305961377576,3.5355339059327378,356.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,26,15.0,-15.0,2.0,66.22049734472643,3.5355339059327378,358.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,66.65527995342208,5.0,360.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,66.95962777950903,3.5,362.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,67.49034758888877,6.103277807866851,364.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,22,12.5,-17.5,2.0,67.79778531983943,3.5355339059327378,366.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,25,10.0,-15.0,2.0,68.1052230507901,3.5355339059327378,368.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,24,6.5,-15.0,2.0,68.40957087687705,3.5,370.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,31,10.0,-10.0,2.0,68.94029068625679,6.103277807866851,372.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,29,12.5,-12.5,2.0,69.24772841720745,3.5355339059327378,374.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,32,15.0,-10.0,2.0,69.55516614815812,3.5355339059327378,376.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,34,15.0,-6.5,2.0,69.85951397424508,3.5,378.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,33,20.0,-10.0,2.0,70.39023378362481,6.103277807866851,380.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,30,17.5,-12.5,2.0,70.69767151457548,3.5355339059327378,382.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,71.00510924552614,3.5355339059327378,384.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,71.3094570716131,3.5,386.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,71.84017688099283,6.103277807866851,388.0,nn,0,1
