subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48488,1,58,2,-6.5,-15,-6.5,-15,826.76922607421875
48488,1,54,2,-10,-20,-10,-20,827.21942138671875
48488,1,52,2,-15,-23.5,-15,-23.5,827.7852172851564
48488,1,55,2,-20,-20,-20,-20,828.3026123046875
48488,1,61,2,-20,-15,-20,-15,828.70257568359375
48488,1,64,2,-20,-10,-17.5,-12.5,829.0858764648436
48488,1,67,2,-20,-10,-20,-10,829.10272216796875
48488,1,66,2,-15,-10,-15,-10,829.369384765625
48488,1,68,2,-15,-6.5,-15,-6.5,829.50262451171875
48488,1,63,2,-12.5,-12.5,-12.5,-12.5,829.869384765625
48488,1,56,2,-12.5,-17.5,-12.5,-17.5,830.3026733398436
48488,1,53,2,-15,-20,-15,-20,830.5194702148436
48488,1,57,2,-17.5,-17.5,-17.5,-17.5,831.0689697265625
48488,1,62,2,-23.5,-15,-23.5,-15,831.41961669921875
48488,1,65,2,-10,-10,-10,-10,832.5526733398436
48488,1,59,2,-10,-15,-10,-15,833.0028076171875
48488,1,61,2,-20,-15,-20,-15,834.0855712890625
48488,1,64,2,-17.5,-12.5,-17.5,-12.5,834.85272216796875
48488,1,67,2,-20,-10,-20,-10,836.46942138671875
48488,1,68,2,-15,-6.5,-15,-6.5,837.10272216796875
48488,1,66,2,-15,-10,-15,-10,837.21942138671875
48488,1,60,2,-15,-15,-15,-15,837.6693115234375
48488,1,56,2,-12.5,-17.5,-12.5,-17.5,838.019287109375
48488,1,54,2,-10,-20,-10,-20,838.3026123046875
48488,1,64,2,-17.5,-12.5,-17.5,-12.5,841.3026123046875
48488,1,61,2,-20,-15,-20,-15,841.48602294921875
48488,1,55,2,-20,-20,-20,-20,841.885986328125
48488,1,52,2,-15,-23.5,-15,-23.5,842.40252685546875
48488,1,59,2,-10,-15,-10,-15,843.21942138671875
48488,1,60,2,-15,-15,-15,-15,843.50262451171875
48488,1,63,2,-12.5,-12.5,-12.5,-12.5,843.8192138671875
48488,1,66,2,-15,-10,-15,-10,844.20281982421875
48488,1,65,2,-10,-10,-10,-10,844.502685546875
48488,1,31,2,10,-10,10,-10,846.1859130859375
48488,1,29,2,12.5,-12.5,12.5,-12.5,846.519287109375
48488,1,32,2,15,-10,15,-10,846.5858764648436
48488,1,30,2,17.5,-12.5,17.5,-12.5,846.8192749023436
48488,1,26,2,20,-15,15,-15,847.1024780273436
48488,1,27,2,20,-15,20,-15,847.11932373046875
48488,1,21,2,20,-20,20,-20,847.40252685546875
48488,1,19,2,15,-20,15,-20,847.7694702148436
48488,1,20,2,10,-20,10,-20,848.1859130859375
48488,1,22,2,12.5,-17.5,12.5,-17.5,848.568115234375
48488,1,34,2,15,-6.5,15,-6.5,850.95257568359375
