subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48498,1,31,2,10,-10,10,-10,871.8826904296875
48498,1,29,2,12.5,-12.5,12.5,-12.5,872.2996826171875
48498,1,20,2,10,-20,10,-20,872.74969482421875
48498,1,19,2,15,-20,15,-20,873.33258056640625
48498,1,23,2,17.5,-17.5,17.5,-17.5,873.6497802734375
48498,1,26,2,15,-15,15,-15,873.79937744140625
48498,1,22,2,12.5,-17.5,12.5,-17.5,874.03302001953125
48498,1,30,2,17.5,-12.5,17.5,-12.5,874.16632080078125
48498,1,32,2,15,-10,15,-10,874.3328857421875
48498,1,34,2,15,-6.5,15,-6.5,875.24957275390625
48498,1,17,2,15,6.5,15,6.5,876.4492797851564
48498,1,15,2,15,10,15,10,876.76593017578125
48498,1,13,2,17.5,12.5,17.5,12.5,876.99951171875
48498,1,9,2,15,15,15,15,877.1494140625
48498,1,6,2,17.5,17.5,17.5,17.5,877.46612548828125
48498,1,2,2,15,20,15,20,877.6826171875
48498,1,5,2,12.5,17.5,12.5,17.5,877.9326782226564
48498,1,8,2,10,15,10,15,878.3997802734375
48498,1,12,2,10,10,12.5,12.5,878.7324829101564
48498,1,14,2,10,10,10,10,878.7493896484375
48498,1,34,2,15,-6.5,15,-6.5,880.8994750976564
48498,1,32,2,15,-10,15,-10,881.1826782226564
48498,1,29,2,12.5,-12.5,12.5,-12.5,881.38348388671875
48498,1,26,2,15,-15,15,-15,881.59979248046875
48498,1,19,2,15,-20,15,-20,882.0496826171875
48498,1,18,2,15,-23.5,15,-23.5,882.3494873046875
48498,1,21,2,20,-20,20,-20,883.53277587890625
48498,1,23,2,17.5,-17.5,17.5,-17.5,883.7830810546875
48498,1,31,2,10,-10,10,-10,884.6826171875
48498,1,24,2,6.5,-15,6.5,-15,885.7327880859375
48498,1,58,2,-6.5,-15,-6.5,-15,887.4495849609375
48498,1,59,2,-10,-15,-10,-15,887.6497802734375
48498,1,56,2,-12.5,-17.5,-12.5,-17.5,888.23272705078125
48498,1,63,2,-12.5,-12.5,-12.5,-12.5,888.53271484375
48498,1,66,2,-15,-10,-15,-10,888.79998779296875
48498,1,65,2,-10,-10,-10,-10,888.9492797851564
48498,1,60,2,-15,-15,-15,-15,889.26678466796875
48498,1,53,2,-15,-20,-15,-20,890.04962158203125
48498,1,54,2,-10,-20,-10,-20,890.166015625
48498,1,52,2,-15,-23.5,-15,-23.5,890.7327880859375
48498,1,57,2,-17.5,-17.5,-17.5,-17.5,891.2493896484375
48498,1,61,2,-20,-15,-20,-15,891.5001220703125
48498,1,64,2,-17.5,-12.5,-17.5,-12.5,892.08258056640625
48498,1,67,2,-20,-10,-20,-10,892.34979248046875
48498,1,68,2,-15,-6.5,-15,-6.5,893.3001708984375
48498,1,51,2,-15,6.5,-15,6.5,894.4495849609375
48498,1,49,2,-15,10,-15,10,894.8665771484375
48498,1,46,2,-12.5,12.5,-12.5,12.5,894.9326782226564
48498,1,43,2,-15,15,-15,15,895.21661376953125
48498,1,39,2,-12.5,17.5,-12.5,17.5,895.4326782226564
48498,1,36,2,-15,20,-15,20,895.6331787109375
48498,1,35,2,-15,23.5,-15,23.5,895.94952392578125
48498,1,37,2,-10,20,-10,20,896.63311767578125
48498,1,42,2,-10,15,-10,15,897.06622314453125
48498,1,48,2,-10,10,-10,10,897.4661865234375
48498,1,3,2,10,20,10,20,899.6663818359375
48498,1,8,2,10,15,10,15,899.86639404296875
