subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48508,1,24,2,6.5,-15,6.5,-15,1801.666015625
48508,1,25,2,10,-15,10,-15,1801.948974609375
48508,1,22,2,12.5,-17.5,12.5,-17.5,1802.166015625
48508,1,26,2,15,-15,15,-15,1802.365966796875
48508,1,23,2,17.5,-17.5,17.5,-17.5,1802.5830078125
48508,1,27,2,20,-15,20,-15,1802.782958984375
48508,1,21,2,20,-20,20,-20,1802.9830322265625
48508,1,18,2,15,-23.5,15,-23.5,1803.4659423828125
48508,1,19,2,15,-20,15,-20,1804.198974609375
48508,1,30,2,17.5,-12.5,17.5,-12.5,1805.166015625
48508,1,32,2,15,-10,15,-10,1805.448974609375
48508,1,34,2,15,-6.5,15,-6.5,1805.666015625
48508,1,16,2,20,10,20,10,1808.698974609375
48508,1,10,2,20,15,20,15,1809.133056640625
48508,1,4,2,20,20,20,20,1809.531982421875
48508,1,1,2,15,23.5,15,23.5,1810.031982421875
48508,1,3,2,10,20,10,20,1810.8819580078125
48508,1,2,2,15,20,15,20,1811.1820068359375
48508,1,6,2,17.5,17.5,17.5,17.5,1811.781982421875
48508,1,5,2,12.5,17.5,12.5,17.5,1812.1490478515625
48508,1,7,2,6.5,15,6.5,15,1812.7659912109375
48508,1,12,2,12.5,12.5,12.5,12.5,1813.365966796875
48508,1,9,2,15,15,15,15,1813.58203125
48508,1,13,2,17.5,12.5,17.5,12.5,1813.9649658203125
48508,1,16,2,20,10,20,10,1814.2490234375
48508,1,15,2,15,10,15,10,1814.6650390625
48508,1,14,2,10,10,10,10,1815.08203125
48508,1,39,2,-12.5,17.5,-12.5,17.5,1818.0489501953125
48508,1,40,2,-17.5,17.5,-17.5,17.5,1818.448974609375
48508,1,44,2,-20,15,-20,15,1818.8480224609375
48508,1,45,2,-23.5,15,-23.5,15,1818.9820556640625
48508,1,43,2,-15,15,-15,15,1819.6650390625
48508,1,46,2,-12.5,12.5,-12.5,12.5,1820.1650390625
48508,1,49,2,-15,10,-15,10,1820.364990234375
48508,1,51,2,-15,6.5,-15,6.5,1820.6650390625
48508,1,17,2,15,6.5,15,6.5,1823.0489501953125
48508,1,15,2,15,10,15,10,1823.1820068359375
48508,1,12,2,12.5,12.5,12.5,12.5,1823.5980224609375
48508,1,8,2,10,15,10,15,1823.947998046875
48508,1,9,2,15,15,15,15,1824.197998046875
48508,1,6,2,17.5,17.5,17.5,17.5,1824.531982421875
48508,1,10,2,20,15,20,15,1824.748046875
48508,1,2,2,15,20,15,20,1825.197998046875
48508,1,5,2,12.5,17.5,12.5,17.5,1825.448974609375
48508,1,16,2,20,10,20,10,1827.5980224609375
48508,1,15,2,15,6.5,15,10,1828.23095703125
48508,1,17,2,15,6.5,15,6.5,1828.248046875
48508,1,34,2,15,-6.5,15,-6.5,1830.447998046875
48508,1,32,2,15,-10,15,-10,1830.7650146484375
48508,1,29,2,12.5,-12.5,12.5,-12.5,1830.947998046875
48508,1,26,2,15,-15,15,-15,1831.14794921875
48508,1,27,2,20,-15,20,-15,1831.5479736328125
48508,1,28,2,23.5,-15,23.5,-15,1831.8480224609375
48508,1,33,2,20,-10,20,-10,1832.2979736328125
48508,1,30,2,17.5,-12.5,17.5,-12.5,1832.498046875
48508,1,25,2,10,-15,10,-15,1833.197998046875
48508,1,24,2,6.5,-15,6.5,-15,1833.48095703125
48508,1,58,2,-6.5,-15,-6.5,-15,1834.7640380859375
48508,1,59,2,-10,-15,-10,-15,1835.0810546875
48508,1,60,2,-15,-15,-15,-15,1835.48095703125
48508,1,31,2,10,-10,10,-10,1838.2640380859375
48508,1,29,2,12.5,-12.5,12.5,-12.5,1838.4639892578125
48508,1,32,2,15,-10,15,-10,1838.6639404296875
48508,1,33,2,17.5,-12.5,20,-10,1839.14697265625
48508,1,30,2,17.5,-12.5,17.5,-12.5,1839.1639404296875
48508,1,23,2,17.5,-17.5,17.5,-17.5,1839.5810546875
48508,1,19,2,15,-20,15,-20,1839.8310546875
48508,1,18,2,15,-23.5,15,-23.5,1840.0989990234375
48508,1,20,2,10,-20,10,-20,1840.8470458984375
48508,1,22,2,12.5,-17.5,12.5,-17.5,1841.0970458984375
48508,1,27,2,20,-15,20,-15,1841.89697265625
48508,1,16,2,20,10,20,10,1845.7469482421875
48508,1,10,2,20,15,20,15,1846.030029296875
48508,1,13,2,17.5,12.5,17.5,12.5,1846.14697265625
48508,1,12,2,12.5,12.5,12.5,12.5,1846.56396484375
48508,1,8,2,10,15,10,15,1846.7969970703125
48508,1,5,2,12.5,17.5,12.5,17.5,1846.9639892578125
48508,1,2,2,15,20,15,20,1847.23095703125
48508,1,6,2,17.5,17.5,17.5,17.5,1847.3470458984375
48508,1,4,2,20,20,20,20,1847.5799560546875
48508,1,9,2,15,15,15,15,1848.5970458984375
48508,1,14,2,10,10,10,10,1849.1800537109375
48508,1,17,2,15,6.5,15,6.5,1849.64697265625
48508,1,15,2,15,10,15,10,1850.762939453125
48508,1,2,2,15,20,15,20,1852.262939453125
48508,1,3,2,10,20,10,20,1852.56298828125
48508,1,8,2,10,15,10,15,1853.0469970703125
48508,1,12,2,12.5,12.5,12.5,12.5,1853.3299560546875
48508,1,9,2,15,15,15,15,1853.6300048828125
48508,1,13,2,17.5,12.5,17.5,12.5,1853.72998046875
48508,1,16,2,20,10,20,10,1854.030029296875
48508,1,30,2,17.5,-12.5,17.5,-12.5,1855.8800048828125
48508,1,26,2,15,-15,15,-15,1856.1300048828125
48508,1,22,2,12.5,-17.5,12.5,-17.5,1856.4300537109375
48508,1,19,2,15,-20,15,-20,1856.762939453125
48508,1,21,2,20,-20,20,-20,1857.1800537109375
