subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48494,1,65,2,-10,-10,-10,-10,588.8253173828125
48494,1,66,2,-15,-10,-15,-10,589.25860595703125
48494,1,64,2,-17.5,-12.5,-17.5,-12.5,589.525390625
48494,1,61,2,-20,-15,-20,-15,589.841796875
48494,1,57,2,-17.5,-17.5,-17.5,-17.5,590.14208984375
48494,1,53,2,-15,-20,-15,-20,590.44207763671875
48494,1,52,2,-15,-23.5,-15,-23.5,590.72540283203125
48494,1,54,2,-10,-20,-10,-20,591.00872802734375
48494,1,59,2,-10,-15,-10,-15,591.59210205078125
48494,1,63,2,-12.5,-12.5,-12.5,-12.5,591.9088134765625
48494,1,68,2,-15,-6.5,-15,-6.5,592.49188232421875
48494,1,58,2,-6.5,-15,-6.5,-15,593.30877685546875
48494,1,56,2,-12.5,-17.5,-12.5,-17.5,593.74200439453125
48494,1,60,2,-15,-15,-15,-15,594.22552490234375
48494,1,64,2,-17.5,-12.5,-17.5,-12.5,594.5421142578125
48494,1,67,2,-20,-10,-20,-10,594.80902099609375
48494,1,62,2,-23.5,-15,-23.5,-15,595.22552490234375
48494,1,61,2,-20,-15,-20,-15,595.65863037109375
48494,1,57,2,-17.5,-17.5,-17.5,-17.5,595.82562255859375
48494,1,53,2,-15,-20,-15,-20,596.1256103515625
48494,1,52,2,-15,-23.5,-15,-23.5,596.44207763671875
48494,1,55,2,-20,-20,-20,-20,596.65899658203125
48494,1,54,2,-10,-20,-10,-20,597.62530517578125
48494,1,59,2,-10,-15,-10,-15,598.025390625
48494,1,63,2,-12.5,-12.5,-12.5,-12.5,598.32537841796875
48494,1,66,2,-15,-10,-15,-10,598.62530517578125
48494,1,68,2,-15,-6.5,-15,-6.5,598.90869140625
48494,1,65,2,-10,-10,-10,-10,599.0587158203125
48494,1,58,2,-6.5,-15,-6.5,-15,599.54217529296875
48494,1,56,2,-12.5,-17.5,-12.5,-17.5,599.95867919921875
48494,1,60,2,-15,-15,-15,-15,600.2589111328125
48494,1,64,2,-17.5,-12.5,-17.5,-12.5,600.5587158203125
48494,1,67,2,-20,-10,-20,-10,600.85882568359375
48494,1,62,2,-23.5,-15,-23.5,-15,601.2255859375
48494,1,55,2,-20,-20,-20,-20,601.70880126953125
48494,1,52,2,-15,-23.5,-15,-23.5,602.15899658203125
48494,1,53,2,-15,-20,-15,-20,602.50897216796875
48494,1,61,2,-20,-15,-20,-15,603.59210205078125
48494,1,57,2,-17.5,-17.5,-17.5,-17.5,604.04217529296875
48494,1,54,2,-10,-20,-10,-20,604.54217529296875
48494,1,59,2,-10,-15,-10,-15,605.0089111328125
48494,1,63,2,-12.5,-12.5,-12.5,-12.5,605.2921142578125
48494,1,66,2,-15,-10,-15,-10,605.5924072265625
48494,1,68,2,-15,-6.5,-15,-6.5,605.89208984375
48494,1,65,2,-10,-10,-10,-10,606.1422119140625
48494,1,58,2,-6.5,-15,-6.5,-15,606.72552490234375
48494,1,56,2,-12.5,-17.5,-12.5,-17.5,607.40869140625
48494,1,60,2,-15,-15,-15,-15,607.65899658203125
48494,1,64,2,-17.5,-12.5,-17.5,-12.5,607.958984375
48494,1,67,2,-20,-10,-20,-10,608.25909423828125
48494,1,62,2,-23.5,-15,-23.5,-15,608.54241943359375
48494,1,55,2,-20,-20,-20,-20,609.00897216796875
48494,1,52,2,-15,-23.5,-15,-23.5,609.5089111328125
48494,1,53,2,-15,-20,-15,-20,609.82550048828125
48494,1,57,2,-17.5,-17.5,-17.5,-17.5,610.04229736328125
48494,1,61,2,-20,-15,-20,-15,610.3424072265625
48494,1,66,2,-15,-10,-15,-10,610.82562255859375
48494,1,63,2,-12.5,-12.5,-12.5,-12.5,611.04229736328125
48494,1,59,2,-10,-15,-10,-15,611.34259033203125
48494,1,54,2,-10,-20,-10,-20,612.09222412109375
48494,1,58,2,-6.5,-15,-6.5,-15,612.60906982421875
48494,1,24,2,6.5,-15,6.5,-15,613.80902099609375
48494,1,25,2,10,-15,10,-15,614.0924072265625
48494,1,29,2,12.5,-12.5,12.5,-12.5,614.30889892578125
48494,1,31,2,10,-10,10,-10,614.40887451171875
48494,1,32,2,15,-10,15,-10,614.592529296875
48494,1,34,2,15,-6.5,15,-6.5,614.7589111328125
48494,1,30,2,17.5,-12.5,17.5,-12.5,615.05908203125
48494,1,23,2,17.5,-17.5,17.5,-17.5,615.49237060546875
48494,1,18,2,15,-23.5,15,-23.5,616.02569580078125
48494,1,20,2,10,-20,10,-20,616.52557373046875
48494,1,22,2,12.5,-17.5,12.5,-17.5,616.79241943359375
48494,1,21,2,20,-20,20,-20,617.40911865234375
48494,1,19,2,15,-20,15,-20,618.0087890625
48494,1,26,2,15,-15,15,-15,618.2255859375
48494,1,28,2,23.5,-15,23.5,-15,619.30889892578125
48494,1,27,2,20,-15,20,-15,619.50909423828125
48494,1,33,2,20,-10,20,-10,620.0426025390625
48494,1,30,2,17.5,-12.5,17.5,-12.5,620.092529296875
48494,1,34,2,15,-6.5,15,-6.5,620.8427734375
48494,1,31,2,10,-10,10,-10,621.359619140625
48494,1,24,2,6.5,-15,6.5,-15,621.8258056640625
48494,1,25,2,10,-15,10,-15,621.9091796875
48494,1,29,2,12.5,-12.5,12.5,-12.5,622.1925048828125
48494,1,32,2,15,-10,15,-10,622.5089111328125
48494,1,22,2,12.5,-17.5,12.5,-17.5,623.00921630859375
48494,1,20,2,10,-20,10,-20,623.30908203125
48494,1,18,2,15,-23.5,15,-23.5,623.85906982421875
48494,1,21,2,20,-20,20,-20,624.359375
48494,1,23,2,17.5,-17.5,17.5,-17.5,624.40887451171875
48494,1,26,2,15,-15,15,-15,624.64251708984375
48494,1,58,2,-6.5,-15,-6.5,-15,626.5924072265625
