subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48593,2,24,5,6.5,-15,6.5,-15,646.29669189453125
48593,2,25,5,10,-15,10,-15,646.66339111328125
48593,2,29,4,12.5,-12.5,12.5,-12.5,646.9635009765625
48593,2,32,5,15,-10,15,-10,647.22998046875
48593,2,34,5,15,-6.5,15,-6.5,647.5458984375
48593,2,31,5,10,-10,10,-10,647.962890625
48593,2,58,5,-6.5,-15,-6.5,-15,649.49652099609375
48593,2,59,5,-10,-15,-10,-15,649.8468017578125
48593,2,63,4,-12.5,-12.5,-12.5,-12.5,650.14739990234375
48593,2,66,5,-15,-10,-15,-10,650.43011474609375
48593,2,68,5,-15,-6.5,-15,-6.5,650.7625732421875
48593,2,65,5,-10,-10,-10,-10,651.18011474609375
48593,2,64,4,-17.5,-12.5,-17.5,-12.5,651.9630126953125
48593,2,67,4,-20,-10,-20,-10,652.22930908203125
48593,2,51,5,-15,6.5,-15,6.5,654.27972412109375
48593,2,49,5,-15,10,-15,10,654.51300048828125
48593,2,46,4,-12.5,12.5,-12.5,12.5,654.82977294921875
48593,2,48,5,-10,10,-10,10,655.04571533203125
48593,2,41,5,-6.5,15,-6.5,15,656.37982177734375
48593,2,42,5,-10,15,-10,15,656.42962646484375
48593,2,39,4,-12.5,17.5,-12.5,17.5,656.7626953125
48593,2,37,4,-10,20,-10,20,656.91302490234375
48593,2,7,5,6.5,15,6.5,15,658.7628173828125
48593,2,8,5,10,15,10,15,659.14630126953125
48593,2,12,4,12.5,12.5,12.5,12.5,659.462890625
48593,2,8,5,15,10,10,15,659.7296142578125
48593,2,15,5,15,10,15,10,659.74578857421875
48593,2,17,5,15,6.5,15,6.5,659.96270751953125
48593,2,32,5,15,-10,15,-10,662.2626953125
48593,2,29,4,12.5,-12.5,12.5,-12.5,662.57977294921875
48593,2,25,5,10,-15,10,-15,662.86248779296875
48593,2,24,5,6.5,-15,6.5,-15,663.1298828125
48593,2,31,5,10,-10,10,-10,664.2294921875
48593,2,34,5,15,-6.5,15,-6.5,664.7291259765625
48593,2,58,5,-6.5,-15,-6.5,-15,666.91290283203125
48593,2,65,5,-10,-10,-10,-10,667.36279296875
48593,2,63,4,-12.5,-12.5,-12.5,-12.5,667.52911376953125
48593,2,59,5,-10,-15,-10,-15,667.57958984375
48593,2,56,4,-12.5,-17.5,-12.5,-17.5,667.8292236328125
48593,2,66,5,-15,-10,-15,-10,668.84588623046875
48593,2,64,4,-17.5,-12.5,-17.5,-12.5,669.04632568359375
48593,2,68,5,-15,-6.5,-15,-6.5,669.2294921875
48593,2,51,5,-15,6.5,-15,6.5,670.72967529296875
48593,2,49,5,-15,10,-15,10,670.845703125
48593,2,46,4,-12.5,12.5,-12.5,12.5,671.1295166015625
48593,2,42,5,-10,15,-10,15,671.4127197265625
48593,2,48,5,-10,10,-10,10,671.59552001953125
48593,2,41,5,-6.5,15,-6.5,15,672.54620361328125
48593,2,7,5,6.5,15,6.5,15,673.7288818359375
48593,2,8,5,10,15,10,15,674.02899169921875
48593,2,12,4,12.5,12.5,12.5,12.5,674.2791748046875
48593,2,14,5,10,10,10,10,674.37908935546875
48593,2,15,5,15,10,15,10,674.52947998046875
48593,2,17,5,15,6.5,15,6.5,674.77886962890625
48593,2,34,5,15,-6.5,15,-6.5,675.9794921875
48593,2,32,5,15,-10,15,-10,676.2628173828125
48593,2,29,4,12.5,-12.5,12.5,-12.5,676.5458984375
48593,2,31,5,10,-10,10,-10,676.66278076171875
48593,2,25,5,10,-15,10,-15,676.81341552734375
48593,2,24,5,6.5,-15,6.5,-15,677.0626220703125
48593,2,58,5,-6.5,-15,-6.5,-15,678.7294921875
