subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48545,1,29,2,12.5,-12.5,12.5,-12.5,738.38818359375
48545,1,22,2,12.5,-17.5,12.5,-17.5,738.7880859375
48545,1,20,2,10,-20,10,-20,739.0214233398436
48545,1,54,2,-10,-20,-10,-20,740.92138671875
48545,1,53,2,-15,-20,-15,-20,741.3214111328125
48545,1,57,2,-17.5,-17.5,-17.5,-17.5,741.57147216796875
48545,1,60,2,-15,-15,-15,-15,741.72137451171875
48545,1,64,2,-17.5,-12.5,-17.5,-12.5,741.90478515625
48545,1,66,2,-15,-10,-15,-10,742.12127685546875
48545,1,68,2,-15,-6.5,-15,-6.5,742.42120361328125
48545,1,51,2,-15,6.5,-15,6.5,743.5048217773436
48545,1,49,2,-15,10,-15,10,743.80401611328125
48545,1,43,2,-15,15,-15,15,744.2213134765625
48545,1,36,2,-15,20,-15,20,744.63812255859375
48545,1,35,2,-15,23.5,-15,23.5,744.92138671875
48545,1,1,2,15,23.5,15,23.5,747.37127685546875
48545,1,2,2,15,20,15,20,747.6043701171875
48545,1,9,2,15,15,15,15,748.0380249023436
48545,1,15,2,15,10,15,10,748.4705810546875
48545,1,17,2,15,6.5,15,6.5,748.7714233398436
48545,1,34,2,15,-6.5,15,-6.5,749.8380126953125
48545,1,32,2,15,-10,15,-10,750.12127685546875
48545,1,26,2,15,-15,15,-15,750.53851318359375
48545,1,19,2,15,-20,15,-20,750.97137451171875
48545,1,18,2,15,-23.5,15,-23.5,751.271484375
48545,1,52,2,-15,-23.5,-15,-23.5,753.7382202148436
48545,1,53,2,-15,-20,-15,-20,754.0214233398436
48545,1,60,2,-15,-15,-15,-15,754.47137451171875
48545,1,66,2,-15,-10,-15,-10,754.88812255859375
48545,1,68,2,-15,-6.5,-15,-6.5,755.17132568359375
48545,1,51,2,-15,6.5,-15,6.5,756.2714233398436
48545,1,49,2,-15,10,-15,10,756.5380249023436
48545,1,43,2,-15,15,-15,15,756.97137451171875
48545,1,36,2,-15,20,-15,20,757.38812255859375
48545,1,35,2,-15,23.5,-15,23.5,757.67138671875
48545,1,1,2,15,23.5,15,23.5,760.2714233398436
48545,1,5,2,12.5,17.5,12.5,17.5,760.67138671875
48545,1,12,2,12.5,12.5,12.5,12.5,761.08807373046875
48545,1,15,2,15,10,15,10,761.3214111328125
48545,1,32,2,15,-10,15,-10,764.42138671875
48545,1,34,2,15,-6.5,15,-6.5,764.48797607421875
48545,1,29,2,12.5,-12.5,12.5,-12.5,764.60498046875
48545,1,26,2,15,-15,15,-15,764.8214111328125
48545,1,22,2,12.5,-17.5,12.5,-17.5,765.021484375
48545,1,19,2,15,-20,15,-20,765.2373046875
48545,1,18,2,15,-23.5,15,-23.5,765.5216064453125
48545,1,52,2,-15,-23.5,-15,-23.5,767.8709716796875
48545,1,53,2,-15,-20,-15,-20,768.17041015625
48545,1,60,2,-15,-15,-15,-15,768.60467529296875
48545,1,66,2,-15,-10,-15,-10,769.021728515625
48545,1,68,2,-15,-6.5,-15,-6.5,769.3048095703125
48545,1,51,2,-15,6.5,-15,6.5,770.3883056640625
48545,1,49,2,-15,10,-15,10,770.68817138671875
48545,1,43,2,-15,15,-15,15,771.10491943359375
48545,1,36,2,-15,20,-15,20,771.5216064453125
48545,1,35,2,-15,23.5,-15,23.5,771.80487060546875
48545,1,1,2,15,23.5,15,23.5,774.4044189453125
48545,1,6,2,17.5,17.5,17.5,17.5,775.10467529296875
48545,1,13,2,17.5,12.5,17.5,12.5,775.5048217773436
48545,1,17,2,15,6.5,15,6.5,776.2213134765625
48545,1,34,2,15,-6.5,15,-6.5,777.13787841796875
48545,1,32,2,15,-10,15,-10,777.42138671875
48545,1,26,2,15,-15,15,-15,777.8380126953125
48545,1,19,2,15,-20,15,-20,778.2714233398436
48545,1,20,2,10,-20,10,-20,778.538330078125
48545,1,24,2,6.5,-15,6.5,-15,779.13818359375
48545,1,25,2,10,-15,10,-15,779.3048095703125
48545,1,29,2,12.5,-12.5,12.5,-12.5,779.57171630859375
48545,1,30,2,17.5,-12.5,17.5,-12.5,779.9716186523436
48545,1,27,2,20,-15,20,-15,780.17138671875
48545,1,21,2,20,-20,20,-20,780.63812255859375
48545,1,18,2,15,-23.5,15,-23.5,781.47137451171875
48545,1,54,2,-10,-20,-10,-20,783.521484375
48545,1,53,2,-15,-20,-15,-20,783.9381103515625
48545,1,57,2,-17.5,-17.5,-17.5,-17.5,784.2714233398436
48545,1,64,2,-17.5,-12.5,-17.5,-12.5,784.7042236328125
48545,1,66,2,-15,-10,-15,-10,785.08831787109375
48545,1,65,2,-10,-10,-10,-10,785.521484375
48545,1,59,2,-10,-15,-10,-15,786.0214233398436
48545,1,55,2,-20,-20,-20,-20,787.271728515625
48545,1,62,2,-23.5,-15,-23.5,-15,788.6715087890625
48545,1,61,2,-20,-15,-20,-15,788.9716186523436
48545,1,60,2,-15,-15,-15,-15,789.38787841796875
48545,1,63,2,-12.5,-12.5,-12.5,-12.5,789.58807373046875
48545,1,51,2,-15,6.5,-15,6.5,791.2714233398436
48545,1,50,2,-20,10,-20,10,791.771484375
48545,1,44,2,-20,15,-20,15,792.17138671875
48545,1,40,2,-17.5,17.5,-17.5,17.5,792.5048217773436
48545,1,43,2,-15,15,-15,15,792.7047119140625
48545,1,39,2,-12.5,17.5,-12.5,17.5,792.9218139648436
48545,1,37,2,-10,15,-10,20,793.5048217773436
48545,1,42,2,-10,15,-10,15,793.52081298828125
48545,1,36,2,-15,20,-15,20,793.87152099609375
48545,1,35,2,-15,23.5,-15,23.5,794.4716186523436
48545,1,48,2,-10,10,-10,10,796.30487060546875
48545,1,49,2,-15,10,-15,10,796.78778076171875
48545,1,47,2,-17.5,12.5,-17.5,12.5,797.20477294921875
48545,1,40,2,-17.5,17.5,-17.5,17.5,797.63751220703125
48545,1,43,2,-15,15,-15,15,797.7216186523436
48545,1,39,2,-12.5,17.5,-12.5,17.5,797.9716186523436
48545,1,41,2,-6.5,15,-6.5,15,798.5216064453125
48545,1,7,2,6.5,15,6.5,15,799.43817138671875
48545,1,8,2,10,15,10,15,799.7216796875
48545,1,5,2,12.5,17.5,12.5,17.5,799.93792724609375
48545,1,9,2,15,15,15,15,800.13818359375
48545,1,6,2,17.5,17.5,17.5,17.5,800.33831787109375
48545,1,1,2,15,23.5,15,23.5,800.93798828125
48545,1,14,2,10,10,10,10,803.7882080078125
48545,1,15,2,15,10,15,10,804.205078125
48545,1,13,2,17.5,12.5,17.5,12.5,804.5216064453125
48545,1,10,2,20,15,20,15,804.8040771484375
48545,1,4,2,20,20,20,20,805.2877197265625
48545,1,6,2,17.5,17.5,17.5,17.5,805.3717041015625
48545,1,5,2,12.5,17.5,12.5,17.5,805.7047119140625
48545,1,8,2,10,15,10,15,805.9879150390625
48545,1,34,2,15,-6.5,15,-6.5,807.92047119140625
48545,1,32,2,15,-10,15,-10,808.2216186523436
48545,1,26,2,15,-15,15,-15,808.63818359375
48545,1,23,2,17.5,-17.5,17.5,-17.5,808.88818359375
48545,1,21,2,20,-20,20,-20,809.1884155273436
48545,1,18,2,15,-23.5,15,-23.5,810.0380249023436
48545,1,22,2,12.5,-17.5,12.5,-17.5,810.63787841796875
48545,1,29,2,12.5,-12.5,12.5,-12.5,811.07171630859375
48545,1,31,2,10,-10,10,-10,811.3046264648436
48545,1,24,2,6.5,-15,6.5,-15,811.7882080078125
48545,1,27,2,20,-15,20,-15,814.02117919921875
48545,1,30,2,17.5,-12.5,17.5,-12.5,814.33831787109375
48545,1,26,2,15,-15,15,-15,814.5380859375
48545,1,32,2,15,-10,15,-10,814.7880859375
48545,1,34,2,15,-6.5,15,-6.5,815.10418701171875
48545,1,17,2,15,6.5,15,6.5,816.1881103515625
48545,1,15,2,15,10,15,10,816.48828125
48545,1,12,2,12.5,12.5,12.5,12.5,816.68817138671875
48545,1,9,2,15,15,15,15,816.905029296875
48545,1,5,2,12.5,17.5,12.5,17.5,817.10498046875
48545,1,2,2,15,20,15,20,817.32147216796875
48545,1,1,2,15,23.5,15,23.5,817.60467529296875
48545,1,37,2,-10,20,-10,20,819.87158203125
48545,1,39,2,-12.5,17.5,-12.5,17.5,820.08807373046875
48545,1,36,2,-15,20,-15,20,820.288330078125
48545,1,40,2,-17.5,17.5,-17.5,17.5,820.50390625
48545,1,44,2,-20,15,-20,15,820.7880859375
48545,1,50,2,-20,10,-20,10,821.2880859375
48545,1,51,2,-15,6.5,-15,6.5,822.0214233398436
48545,1,48,2,-10,10,-10,10,822.63818359375
48545,1,42,2,-10,15,-10,15,823.08831787109375
48545,1,38,2,-20,20,-20,20,824.0050048828125
48545,1,49,2,-15,10,-15,10,825.12158203125
48545,1,46,2,-12.5,12.5,-12.5,12.5,825.4882202148436
48545,1,39,2,-12.5,17.5,-12.5,17.5,825.9381103515625
48545,1,36,2,-15,20,-15,20,826.37127685546875
48545,1,40,2,-17.5,17.5,-17.5,17.5,826.87158203125
48545,1,47,2,-17.5,12.5,-17.5,12.5,827.287109375
48545,1,50,2,-20,10,-20,10,827.5216064453125
48545,1,45,2,-23.5,15,-23.5,15,828.00390625
48545,1,44,2,-20,15,-20,15,828.4716186523436
48545,1,43,2,-15,15,-15,15,828.80487060546875
48545,1,42,2,-10,15,-10,15,829.2050170898436
48545,1,41,2,-6.5,15,-6.5,15,829.5050048828125
48545,1,35,2,-15,23.5,-15,23.5,830.4218139648436
48545,1,38,2,-20,20,-20,20,830.87152099609375
48545,1,51,2,-15,6.5,-15,6.5,832.1876220703125
48545,1,49,2,-15,10,-15,10,832.5875244140625
48545,1,46,2,-12.5,12.5,-12.5,12.5,832.77081298828125
48545,1,39,2,-12.5,17.5,-12.5,17.5,833.18817138671875
48545,1,45,2,-23.5,15,-23.5,15,835.6715087890625
48545,1,50,2,-20,10,-20,10,836.10491943359375
48545,1,47,2,-17.5,12.5,-17.5,12.5,836.2216186523436
48545,1,43,2,-15,15,-15,15,836.57147216796875
48545,1,40,2,-17.5,17.5,-17.5,17.5,836.73748779296875
48545,1,36,2,-15,20,-15,20,837.0048828125
48545,1,37,2,-10,20,-10,20,837.4376220703125
48545,1,41,2,-6.5,15,-6.5,15,838.17071533203125
48545,1,48,2,-10,10,-10,10,839.2882080078125
48545,1,46,2,-12.5,12.5,-12.5,12.5,839.98828125
48545,1,49,2,-15,10,-15,10,840.53741455078125
48545,1,51,2,-15,6.5,-15,6.5,840.80548095703125
48545,1,7,2,6.5,15,6.5,15,843.9384155273436
48545,1,3,2,10,20,10,20,844.6204833984375
48545,1,5,2,12.5,17.5,12.5,17.5,844.8214111328125
48545,1,2,2,15,20,15,20,845.038330078125
