subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48623,1,68,2,-15,-6.5,-15,-6.5,471.8663940429687
48623,1,65,2,-10,-10,-10,-10,472.16558837890625
48623,1,59,2,-10,-15,-10,-15,472.7833862304687
48623,1,60,2,-15,-15,-15,-15,473.16650390625
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,473.5165100097656
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,473.8165893554687
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,474.0834045410156
48623,1,54,2,-10,-20,-10,-20,474.3659057617187
48623,1,53,2,-15,-20,-15,-20,474.5997924804687
48623,1,57,2,-17.5,-17.5,-17.5,-17.5,474.9833984375
48623,1,66,2,-15,-10,-15,-10,475.7001037597656
48623,1,14,2,10,10,10,10,479.0501098632813
48623,1,12,2,12.5,12.5,12.5,12.5,479.2503967285156
48623,1,9,2,15,15,15,15,479.5835876464844
48623,1,5,2,12.5,17.5,12.5,17.5,479.7833862304687
48623,1,2,2,15,20,15,20,479.9836120605469
48623,1,3,2,10,20,10,20,480.1666870117187
48623,1,8,2,10,15,10,15,480.6003112792969
48623,1,10,2,20,15,20,15,481.3836975097656
48623,1,15,2,15,10,15,10,481.6492004394531
48623,1,16,2,20,10,20,10,484.3669128417969
48623,1,17,2,15,6.5,15,6.5,484.76708984375
48623,1,34,2,15,-6.5,15,-6.5,485.8670959472656
48623,1,32,2,15,-10,15,-10,486.1505126953125
48623,1,29,2,12.5,-12.5,12.5,-12.5,486.3669128417969
48623,1,25,2,10,-15,10,-15,486.6173095703125
48623,1,22,2,12.5,-17.5,12.5,-17.5,486.78369140625
48623,1,23,2,17.5,-17.5,17.5,-17.5,487.0833129882813
48623,1,19,2,15,-20,15,-20,487.3004150390625
48623,1,20,2,10,-20,10,-20,487.7170104980469
48623,1,33,2,20,-10,20,-10,489.2005920410156
48623,1,27,2,20,-15,20,-15,489.4836120605469
48623,1,24,2,6.5,-15,6.5,-15,490.80029296875
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,492.5003967285156
48623,1,60,2,-15,-15,-15,-15,492.7171020507813
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,492.8005065917969
48623,1,58,2,-6.5,-15,-6.5,-15,493.3674011230469
48623,1,65,2,-10,-10,-10,-10,493.8171997070313
48623,1,68,2,-15,-6.5,-15,-6.5,494.3174133300781
48623,1,66,2,-15,-10,-15,-10,494.5838012695313
48623,1,67,2,-20,-10,-20,-10,494.7007141113281
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,494.7839965820313
48623,1,61,2,-20,-15,-20,-15,495.0173950195313
48623,1,55,2,-20,-20,-20,-20,495.4837951660156
48623,1,53,2,-15,-20,-15,-20,495.8507995605469
48623,1,54,2,-10,-20,-10,-20,496.2839965820313
48623,1,59,2,-10,-15,-10,-15,496.6507873535156
48623,1,29,2,12.5,-12.5,12.5,-12.5,498.7008972167969
48623,1,30,2,17.5,-12.5,17.5,-12.5,499.1173095703125
48623,1,27,2,20,-15,20,-15,499.3674926757813
48623,1,23,2,17.5,-17.5,17.5,-17.5,499.4505920410156
48623,1,18,2,15,-23.5,15,-23.5,500.0509033203125
48623,1,20,2,10,-20,10,-20,500.4176025390625
48623,1,22,2,12.5,-17.5,12.5,-17.5,500.5838928222656
48623,1,26,2,15,-15,15,-15,500.8507995605469
48623,1,25,2,10,-15,10,-15,501.0842895507813
48623,1,24,2,6.5,-15,6.5,-15,501.3840942382813
48623,1,19,2,15,-20,15,-20,501.8674926757813
48623,1,21,2,20,-20,20,-20,502.2673034667969
48623,1,28,2,23.5,-15,23.5,-15,502.7676086425781
48623,1,33,2,20,-10,20,-10,503.2673950195313
48623,1,23,2,17.5,-17.5,17.5,-17.5,504.5674133300781
48623,1,27,2,20,-15,20,-15,504.6510009765625
48623,1,30,2,17.5,-12.5,17.5,-12.5,505.5010070800781
48623,1,29,2,12.5,-12.5,12.5,-12.5,505.9176025390625
48623,1,32,2,15,-10,15,-10,506.2008056640625
48623,1,22,2,12.5,-17.5,12.5,-17.5,507.3008117675781
48623,1,26,2,15,-15,15,-15,507.4508972167969
48623,1,31,2,10,-10,10,-10,508.1676025390625
48623,1,25,2,10,-15,10,-15,508.5010986328125
48623,1,20,2,10,-20,10,-20,508.9508972167969
48623,1,18,2,15,-23.5,15,-23.5,509.5173950195313
48623,1,30,2,17.5,-12.5,17.5,-12.5,510.5177917480469
48623,1,27,2,20,-15,20,-15,510.7178039550781
48623,1,28,2,23.5,-15,23.5,-15,511.0177001953125
48623,1,21,2,20,-20,20,-20,511.36761474609375
48623,1,23,2,17.5,-17.5,17.5,-17.5,511.4844970703125
48623,1,24,2,6.5,-15,6.5,-15,512.484375
48623,1,58,2,-6.5,-15,-6.5,-15,513.584228515625
48623,1,59,2,-10,-15,-10,-15,513.88458251953125
48623,1,60,2,-15,-15,-15,-15,514.284423828125
48623,1,53,2,-12.5,-17.5,-15,-20,514.6007080078125
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,514.617919921875
48623,1,54,2,-10,-20,-10,-20,514.851318359375
48623,1,65,2,-10,-10,-10,-10,515.601318359375
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,516.051513671875
48623,1,51,2,-15,6.5,-15,6.5,519.101318359375
48623,1,7,2,6.5,15,6.5,15,521.08502197265625
48623,1,8,2,10,15,10,15,521.36810302734375
48623,1,12,2,12.5,12.5,12.5,12.5,521.58447265625
48623,1,9,2,15,15,15,15,521.78411865234375
48623,1,13,2,17.5,12.5,17.5,12.5,521.98492431640625
48623,1,10,2,20,15,20,15,522.2008056640625
48623,1,11,2,23.5,15,23.5,15,522.48492431640625
48623,1,4,2,20,20,20,20,522.7838134765625
48623,1,6,2,17.5,17.5,17.5,17.5,522.901611328125
48623,1,2,2,15,20,15,20,523.10162353515625
48623,1,1,2,15,23.5,15,23.5,523.25152587890625
48623,1,5,2,12.5,17.5,12.5,17.5,523.56817626953125
48623,1,15,2,15,10,15,10,524.551513671875
48623,1,14,2,10,10,10,10,524.98492431640625
48623,1,16,2,20,10,20,10,525.5015869140625
48623,1,17,2,15,6.5,15,6.5,526.40130615234375
48623,1,34,2,15,-6.5,15,-6.5,527.484375
48623,1,32,2,15,-10,15,-10,527.78411865234375
48623,1,30,2,17.5,-12.5,17.5,-12.5,527.98492431640625
48623,1,26,2,15,-15,15,-15,528.20172119140625
48623,1,23,2,17.5,-17.5,17.5,-17.5,528.40142822265625
48623,1,19,2,15,-20,15,-20,528.6182861328125
48623,1,18,2,15,-23.5,15,-23.5,528.901611328125
48623,1,22,2,12.5,-17.5,12.5,-17.5,530.91851806640625
48623,1,29,2,12.5,-12.5,12.5,-12.5,531.35162353515625
48623,1,31,2,10,-10,10,-10,532.884521484375
48623,1,58,2,-6.5,-15,-6.5,-15,534.40191650390625
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,534.96832275390625
48623,1,60,2,-15,-15,-15,-15,535.20147705078125
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,535.251708984375
48623,1,65,2,-10,-10,-10,-10,535.56842041015625
48623,1,25,2,10,-15,10,-15,537.80181884765625
48623,1,31,2,10,-10,10,-10,538.26861572265625
48623,1,32,2,15,-10,15,-10,538.66851806640625
48623,1,26,2,15,-15,15,-15,539.001708984375
48623,1,22,2,12.5,-17.5,12.5,-17.5,539.3516845703125
48623,1,20,2,10,-20,10,-20,539.58441162109375
48623,1,19,2,15,-20,15,-20,541.6854248046875
48623,1,21,2,20,-20,20,-20,542.0684814453125
48623,1,28,2,23.5,-15,23.5,-15,546.85211181640625
48623,1,28,2,23.5,-15,23.5,-15,551.8690185546875
48623,1,27,2,20,-15,20,-15,552.8687744140625
48623,1,26,2,15,-15,15,-15,553.28521728515625
48623,1,32,2,15,-10,15,-10,553.6185302734375
48623,1,30,2,17.5,-12.5,17.5,-12.5,553.68548583984375
48623,1,23,2,17.5,-17.5,17.5,-17.5,554.10211181640625
48623,1,19,2,15,-20,15,-20,554.38580322265625
48623,1,20,2,10,-20,10,-20,554.8189697265625
48623,1,22,2,12.5,-17.5,12.5,-17.5,554.9525146484375
48623,1,25,2,10,-15,10,-15,555.0858154296875
48623,1,29,2,12.5,-12.5,12.5,-12.5,555.40240478515625
48623,1,24,2,6.5,-15,6.5,-15,556.2188720703125
48623,1,54,2,-10,-20,-10,-20,557.81878662109375
48623,1,53,2,-15,-20,-15,-20,558.2523193359375
48623,1,57,2,-17.5,-17.5,-17.5,-17.5,558.5526123046875
48623,1,61,2,-20,-15,-20,-15,558.81890869140625
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,559.10272216796875
48623,1,60,2,-15,-15,-15,-15,559.30218505859375
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,559.7855224609375
48623,1,59,2,-10,-15,-10,-15,560.0692138671875
48623,1,65,2,-10,-10,-10,-10,560.4691162109375
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,560.5684814453125
48623,1,66,2,-15,-10,-15,-10,560.75238037109375
48623,1,67,2,-20,-10,-20,-10,561.15228271484375
48623,1,62,2,-23.5,-15,-23.5,-15,561.5858154296875
48623,1,45,2,-23.5,15,-23.5,15,564.60247802734375
48623,1,38,2,-20,20,-20,20,567.75262451171875
48623,1,40,2,-17.5,17.5,-17.5,17.5,567.96832275390625
48623,1,43,2,-15,15,-15,15,568.31927490234375
48623,1,39,2,-12.5,17.5,-12.5,17.5,568.56951904296875
48623,1,37,2,-10,20,-10,20,568.885986328125
48623,1,41,2,-6.5,15,-6.5,15,569.1693115234375
48623,1,48,2,-10,10,-10,10,569.5194091796875
48623,1,49,2,-15,10,-15,10,570.26971435546875
48623,1,51,2,-15,6.5,-15,6.5,570.3690185546875
48623,1,47,2,-17.5,12.5,-17.5,12.5,570.56951904296875
48623,1,44,2,-20,15,-20,15,570.80291748046875
48623,1,8,2,10,15,10,15,573.869384765625
48623,1,5,2,12.5,17.5,12.5,17.5,574.1527099609375
48623,1,2,2,15,20,15,20,574.452880859375
48623,1,4,2,20,20,20,20,575.069580078125
48623,1,6,2,17.5,17.5,17.5,17.5,575.20281982421875
48623,1,13,2,17.5,12.5,17.5,12.5,575.65277099609375
48623,1,15,2,15,10,15,10,575.98602294921875
48623,1,14,2,10,10,10,10,576.419677734375
48623,1,12,2,12.5,12.5,12.5,12.5,576.569580078125
48623,1,9,2,15,15,15,15,576.81982421875
48623,1,10,2,20,15,20,15,577.6195068359375
48623,1,11,2,23.5,15,23.5,15,577.68621826171875
48623,1,16,2,20,10,20,10,578.05291748046875
48623,1,17,2,15,6.5,15,6.5,578.81982421875
48623,1,7,2,6.5,15,6.5,15,580.503173828125
48623,1,8,2,10,15,10,15,580.78582763671875
48623,1,3,2,12.5,17.5,10,20,581.052978515625
48623,1,5,2,12.5,17.5,12.5,17.5,581.06982421875
48623,1,2,2,15,20,15,20,581.36962890625
48623,1,6,2,17.5,17.5,17.5,17.5,581.6865234375
48623,1,13,2,17.5,12.5,17.5,12.5,582.18658447265625
48623,1,15,2,15,10,15,10,582.46978759765625
48623,1,12,2,12.5,12.5,12.5,12.5,582.56982421875
48623,1,9,2,15,15,15,15,583.08642578125
48623,1,16,2,20,10,20,10,583.6024169921875
48623,1,11,2,23.5,15,23.5,15,583.886474609375
48623,1,10,2,20,15,20,15,584.31982421875
48623,1,17,2,15,6.5,15,6.5,585.48651123046875
48623,1,14,2,10,10,10,10,586.6201171875
48623,1,7,2,6.5,15,6.5,15,587.186279296875
48623,1,8,2,10,15,10,15,587.369873046875
48623,1,41,2,-6.5,15,-6.5,15,591.32012939453125
48623,1,42,2,-10,15,-10,15,591.68701171875
48623,1,39,2,-12.5,17.5,-12.5,17.5,592.02001953125
48623,1,37,2,-10,20,-10,20,592.23681640625
48623,1,35,2,-15,23.5,-15,23.5,593.02001953125
48623,1,36,2,-15,20,-15,20,593.48681640625
48623,1,40,2,-17.5,17.5,-17.5,17.5,593.62017822265625
48623,1,44,2,-20,15,-20,15,593.92022705078125
48623,1,47,2,-17.5,12.5,-17.5,12.5,594.40350341796875
48623,1,49,2,-15,10,-15,10,594.63671875
48623,1,46,2,-12.5,12.5,-12.5,12.5,594.87017822265625
48623,1,48,2,-10,10,-10,10,595.0869140625
48623,1,68,2,-15,-6.5,-15,-6.5,596.719970703125
48623,1,66,2,-15,-10,-15,-10,597.02032470703125
48623,1,67,2,-20,-10,-20,-10,597.42010498046875
48623,1,61,2,-20,-15,-20,-15,597.95361328125
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,598.08660888671875
48623,1,60,2,-15,-15,-15,-15,598.3035888671875
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,598.503173828125
48623,1,59,2,-10,-15,-10,-15,598.72021484375
48623,1,54,2,-10,-20,-10,-20,599.12042236328125
48623,1,52,2,-15,-20,-15,-23.5,599.5703125
48623,1,53,2,-15,-20,-15,-20,599.5869140625
48623,1,57,2,-17.5,-17.5,-17.5,-17.5,600.65350341796875
48623,1,58,2,-6.5,-15,-6.5,-15,601.42010498046875
48623,1,24,2,6.5,-15,6.5,-15,602.50341796875
48623,1,18,2,15,-23.5,15,-23.5,603.7703857421875
48623,1,19,2,15,-20,15,-20,604.287109375
48623,1,20,2,10,-20,10,-20,604.70361328125
48623,1,22,2,12.5,-17.5,12.5,-17.5,604.83612060546875
48623,1,26,2,15,-15,15,-15,605.08721923828125
48623,1,23,2,17.5,-17.5,17.5,-17.5,605.2705078125
48623,1,27,2,20,-15,20,-15,605.83697509765625
48623,1,25,2,10,-15,10,-15,606.68707275390625
48623,1,29,2,12.5,-12.5,12.5,-12.5,607.1038818359375
48623,1,30,2,17.5,-12.5,17.5,-12.5,607.53741455078125
48623,1,28,2,23.5,-15,23.5,-15,608.07061767578125
48623,1,32,2,15,-10,15,-10,608.78668212890625
48623,1,31,2,10,-10,10,-10,609.27008056640625
48623,1,24,2,6.5,-15,6.5,-15,609.93621826171875
48623,1,58,2,-6.5,-15,-6.5,-15,610.8704833984375
48623,1,59,2,-10,-15,-10,-15,611.17071533203125
48623,1,60,2,-15,-15,-15,-15,611.58721923828125
48623,1,61,2,-20,-15,-20,-15,612.0037841796875
48623,1,62,2,-23.5,-15,-23.5,-15,612.28741455078125
48623,1,67,2,-20,-10,-20,-10,612.88702392578125
48623,1,68,2,-15,-6.5,-15,-6.5,613.3372802734375
48623,1,66,2,-15,-10,-15,-10,613.6038818359375
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,613.8209228515625
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,614.20391845703125
48623,1,65,2,-10,-10,-10,-10,615.02081298828125
48623,1,58,2,-6.5,-15,-6.5,-15,616.9871826171875
48623,1,59,2,-10,-15,-10,-15,617.0709228515625
48623,1,60,2,-15,-15,-15,-15,617.4873046875
48623,1,61,2,-20,-15,-20,-15,617.90411376953125
48623,1,62,2,-23.5,-15,-23.5,-15,618.1876220703125
48623,1,67,2,-20,-10,-20,-10,618.5706787109375
48623,1,68,2,-15,-6.5,-15,-6.5,619.0875244140625
48623,1,66,2,-15,-10,-15,-10,619.7042236328125
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,619.90411376953125
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,620.10430908203125
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,620.5042724609375
48623,1,65,2,-10,-10,-10,-10,621.13751220703125
48623,1,55,2,-20,-20,-20,-20,622.5045166015625
48623,1,53,2,-15,-20,-15,-20,622.83648681640625
48623,1,54,2,-10,-20,-10,-20,623.2874755859375
48623,1,60,2,-15,-15,-15,-15,624.1375732421875
48623,1,61,2,-20,-15,-20,-15,624.6378173828125
48623,1,62,2,-23.5,-15,-23.5,-15,624.9210205078125
48623,1,67,2,-20,-10,-20,-10,625.3369140625
48623,1,66,2,-15,-10,-15,-10,625.98748779296875
48623,1,68,2,-15,-6.5,-15,-6.5,626.03778076171875
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,626.22021484375
48623,1,56,2,-12.5,-17.5,-12.5,-17.5,626.6710205078125
48623,1,57,2,-17.5,-17.5,-17.5,-17.5,627.28680419921875
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,627.72100830078125
48623,1,65,2,-10,-10,-10,-10,628.53778076171875
48623,1,58,2,-6.5,-15,-6.5,-15,629.12078857421875
48623,1,54,2,-10,-20,-10,-20,630.0045166015625
48623,1,53,2,-15,-20,-15,-20,630.47100830078125
48623,1,60,2,-15,-15,-15,-15,631.30462646484375
48623,1,66,2,-15,-10,-15,-10,631.48681640625
48623,1,63,2,-12.5,-12.5,-12.5,-12.5,631.57098388671875
48623,1,68,2,-15,-6.5,-15,-6.5,633.8878173828125
48623,1,64,2,-17.5,-12.5,-17.5,-12.5,634.90447998046875
48623,1,62,2,-23.5,-15,-23.5,-15,635.5880126953125
48623,1,61,2,-20,-15,-20,-15,635.63787841796875
48623,1,58,2,-6.5,-15,-6.5,-15,636.78790283203125
48623,1,59,2,-10,-15,-10,-15,636.82122802734375
