subject,level,obj_ID,point_value,x,y,new_x,new_y,time
49187,1,65,2,-10,-10,-10,-10,537.522216796875
49187,1,63,2,-12.5,-12.5,-12.5,-12.5,537.82220458984375
49187,1,60,2,-15,-15,-15,-15,538.12200927734375
49187,1,57,2,-17.5,-17.5,-17.5,-17.5,538.405517578125
49187,1,55,2,-20,-20,-20,-20,538.70538330078125
49187,1,52,2,-15,-23.5,-15,-23.5,538.97222900390625
49187,1,54,2,-10,-20,-10,-20,539.43878173828125
49187,1,58,2,-6.5,-15,-6.5,-15,539.93878173828125
49187,1,59,2,-10,-15,-10,-15,540.00531005859375
49187,1,56,2,-12.5,-17.5,-12.5,-17.5,540.33880615234375
49187,1,53,2,-15,-20,-15,-20,540.6220703125
49187,1,61,2,-20,-15,-20,-15,541.08880615234375
49187,1,67,2,-20,-10,-20,-10,541.53857421875
49187,1,64,2,-17.5,-12.5,-17.5,-12.5,541.60528564453125
49187,1,66,2,-15,-10,-15,-10,541.822021484375
49187,1,68,2,-15,-6.5,-15,-6.5,542.82208251953125
49187,1,62,2,-23.5,-15,-23.5,-15,543.688720703125
49187,1,55,2,-20,-20,-20,-20,544.00537109375
49187,1,57,2,-17.5,-17.5,-17.5,-17.5,544.072021484375
49187,1,60,2,-15,-15,-15,-15,544.4215087890625
49187,1,63,2,-12.5,-12.5,-12.5,-12.5,544.70538330078125
49187,1,65,2,-10,-10,-10,-10,544.98870849609375
49187,1,24,2,6.5,-15,6.5,-15,546.50531005859375
49187,1,25,2,10,-15,10,-15,546.788818359375
49187,1,22,2,12.5,-17.5,12.5,-17.5,547.00537109375
49187,1,26,2,15,-15,15,-15,547.205322265625
49187,1,23,2,17.5,-17.5,17.5,-17.5,547.405517578125
49187,1,27,2,20,-15,20,-15,547.622314453125
49187,1,28,2,23.5,-15,23.5,-15,547.922119140625
49187,1,33,2,20,-10,20,-10,548.438720703125
49187,1,34,2,15,-6.5,15,-6.5,548.9381103515625
49187,1,31,2,10,-10,10,-10,549.405517578125
49187,1,29,2,12.5,-12.5,12.5,-12.5,549.58868408203125
49187,1,19,2,15,-20,15,-20,550.3214111328125
49187,1,18,2,15,-23.5,15,-23.5,550.6710205078125
49187,1,21,2,20,-20,20,-20,551.10552978515625
49187,1,30,2,17.5,-12.5,17.5,-12.5,551.7891845703125
49187,1,32,2,15,-10,15,-10,552.072021484375
49187,1,25,2,10,-15,10,-15,552.572021484375
49187,1,24,2,6.5,-15,6.5,-15,552.838623046875
49187,1,20,2,10,-20,10,-20,553.138671875
49187,1,22,2,12.5,-17.5,12.5,-17.5,553.371826171875
49187,1,26,2,15,-15,15,-15,553.688720703125
49187,1,23,2,17.5,-17.5,17.5,-17.5,553.938720703125
49187,1,27,2,20,-15,20,-15,554.07177734375
49187,1,28,2,23.5,-15,23.5,-15,554.37188720703125
49187,1,33,2,20,-10,20,-10,554.58880615234375
49187,1,31,2,10,-10,10,-10,555.33837890625
49187,1,29,2,12.5,-12.5,12.5,-12.5,555.47198486328125
49187,1,34,2,15,-6.5,15,-6.5,556.02197265625
49187,1,17,2,15,6.5,15,6.5,557.10498046875
49187,1,15,2,15,10,15,10,557.38861083984375
49187,1,9,2,15,15,15,15,557.80560302734375
49187,1,6,2,17.5,17.5,17.5,17.5,558.07171630859375
49187,1,10,2,20,15,20,15,558.205322265625
49187,1,16,2,20,10,20,10,558.63861083984375
49187,1,13,2,17.5,12.5,17.5,12.5,558.9052734375
49187,1,11,2,23.5,15,23.5,15,559.388916015625
49187,1,4,2,20,20,20,20,560.07171630859375
49187,1,2,2,15,20,15,20,560.50537109375
49187,1,1,2,15,23.5,15,23.5,560.60552978515625
49187,1,3,2,10,20,10,20,561.08868408203125
49187,1,7,2,6.5,15,6.5,15,561.638671875
49187,1,14,2,10,10,10,10,562.205322265625
49187,1,12,2,12.5,12.5,12.5,12.5,562.33868408203125
49187,1,8,2,10,15,10,15,562.721923828125
