subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48109,1,34,2,15,-6.5,15,-6.5,754.5701904296875
48109,1,33,2,20,-10,20,-10,755.0902099609375
48109,1,28,2,23.5,-15,23.5,-15,755.5703735351564
48109,1,27,2,20,-15,20,-15,755.6702880859375
48109,1,23,2,17.5,-17.5,17.5,-17.5,755.9306030273436
48109,1,21,2,20,-20,20,-20,756.1904907226564
48109,1,19,2,15,-20,15,-20,756.87060546875
48109,1,18,2,15,-23.5,15,-23.5,757.31072998046875
48109,1,20,2,10,-20,10,-20,757.8109130859375
48109,1,22,2,12.5,-17.5,12.5,-17.5,758.09100341796875
48109,1,26,2,15,-15,15,-15,758.3909912109375
48109,1,30,2,17.5,-12.5,17.5,-12.5,758.69097900390625
48109,1,32,2,15,-10,15,-10,758.81097412109375
48109,1,29,2,12.5,-12.5,12.5,-12.5,758.89111328125
48109,1,25,2,10,-15,10,-15,759.111083984375
48109,1,24,2,6.5,-15,6.5,-15,759.5313110351564
48109,1,58,2,-6.5,-15,-6.5,-15,760.5513916015625
48109,1,59,2,-10,-15,-10,-15,760.85137939453125
48109,1,56,2,-12.5,-17.5,-12.5,-17.5,761.0513916015625
48109,1,60,2,-15,-15,-15,-15,761.271484375
48109,1,57,2,-17.5,-17.5,-17.5,-17.5,761.4716186523436
48109,1,61,2,-20,-15,-20,-15,761.67156982421875
48109,1,55,2,-20,-20,-20,-20,762.0518188476564
48109,1,53,2,-15,-20,-15,-20,762.5518798828125
48109,1,54,2,-10,-20,-10,-20,762.931884765625
48109,1,63,2,-12.5,-12.5,-12.5,-12.5,763.49200439453125
48109,1,65,2,-10,-10,-10,-10,763.6920166015625
48109,1,68,2,-15,-6.5,-15,-6.5,764.0521240234375
48109,1,64,2,-17.5,-12.5,-17.5,-12.5,764.31207275390625
48109,1,62,2,-23.5,-15,-23.5,-15,764.9522705078125
48109,1,52,2,-15,-23.5,-15,-23.5,765.99249267578125
48109,1,56,2,-12.5,-17.5,-12.5,-17.5,766.6326904296875
48109,1,60,2,-15,-15,-15,-15,766.9326782226564
48109,1,59,2,-10,-15,-10,-15,767.1326904296875
48109,1,58,2,-6.5,-15,-6.5,-15,767.43280029296875
48109,1,24,2,6.5,-15,6.5,-15,768.5531005859375
48109,1,25,2,10,-15,10,-15,768.85302734375
48109,1,22,2,12.5,-17.5,12.5,-17.5,769.05322265625
48109,1,26,2,15,-15,15,-15,769.2730712890625
48109,1,23,2,17.5,-17.5,17.5,-17.5,769.47320556640625
48109,1,27,2,20,-15,20,-15,769.69317626953125
48109,1,30,2,17.5,-12.5,17.5,-12.5,769.7733154296875
48109,1,34,2,15,-6.5,15,-6.5,770.31329345703125
48109,1,32,2,15,-10,15,-10,770.3734130859375
48109,1,29,2,12.5,-12.5,12.5,-12.5,770.6533813476564
48109,1,21,2,20,-20,20,-20,771.63360595703125
48109,1,19,2,15,-20,15,-20,771.83367919921875
48109,1,54,2,-10,-20,-10,-20,773.9940795898436
48109,1,56,2,-12.5,-17.5,-12.5,-17.5,774.1942138671875
48109,1,53,2,-15,-20,-15,-20,774.4141235351564
48109,1,52,2,-15,-23.5,-15,-23.5,774.894287109375
48109,1,57,2,-17.5,-17.5,-17.5,-17.5,775.2744140625
48109,1,61,2,-20,-15,-20,-15,775.67437744140625
48109,1,62,2,-23.5,-15,-23.5,-15,775.7744140625
