subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48930,1,31,2,10,-10,10,-10,1484.0770263671875
48930,1,29,2,12.5,-12.5,12.5,-12.5,1484.3609619140625
48930,1,25,2,10,-15,10,-15,1484.4110107421875
48930,1,22,2,12.5,-17.5,12.5,-17.5,1484.6610107421875
48930,1,20,2,10,-20,10,-20,1484.8599853515625
48930,1,19,2,15,-20,15,-20,1485.8089599609375
48930,1,23,2,17.5,-17.5,17.5,-17.5,1486.0260009765625
48930,1,30,2,17.5,-12.5,17.5,-12.5,1486.45703125
48930,1,27,2,20,-15,20,-15,1486.5250244140625
48930,1,28,2,23.5,-15,23.5,-15,1486.8079833984375
48930,1,26,2,15,-15,15,-15,1487.3409423828125
48930,1,32,2,15,-10,15,-10,1487.6070556640625
48930,1,34,2,15,-6.5,15,-6.5,1487.8890380859375
48930,1,34,2,15,-6.5,15,-6.5,1493.866943359375
48930,1,32,2,15,-10,15,-10,1494.197998046875
48930,1,29,2,12.5,-12.5,12.5,-12.5,1494.449951171875
48930,1,25,2,10,-15,10,-15,1494.883056640625
48930,1,30,2,17.5,-12.5,17.5,-12.5,1495.23095703125
48930,1,33,2,20,-10,20,-10,1495.4649658203125
48930,1,28,2,23.5,-15,23.5,-15,1495.8480224609375
48930,1,27,2,20,-15,20,-15,1495.89794921875
48930,1,21,2,20,-20,20,-20,1496.22900390625
48930,1,23,2,17.5,-17.5,17.5,-17.5,1496.3790283203125
48930,1,19,2,15,-20,15,-20,1496.56201171875
48930,1,22,2,12.5,-17.5,12.5,-17.5,1496.779052734375
48930,1,26,2,15,-15,15,-15,1497.31298828125
48930,1,20,2,10,-20,10,-20,1497.7130126953125
48930,1,24,2,6.5,-15,6.5,-15,1498.126953125
48930,1,29,2,12.5,-12.5,12.5,-12.5,1499.64404296875
48930,1,31,2,10,-10,10,-10,1500.1590576171875
48930,1,34,2,15,-6.5,15,-6.5,1500.6920166015625
48930,1,32,2,15,-10,15,-10,1501.0579833984375
48930,1,30,2,17.5,-12.5,17.5,-12.5,1501.1929931640625
48930,1,23,2,17.5,-17.5,17.5,-17.5,1501.6910400390625
48930,1,27,2,20,-15,20,-15,1501.824951171875
48930,1,19,2,15,-20,15,-20,1502.3900146484375
48930,1,22,2,12.5,-17.5,12.5,-17.5,1502.7230224609375
48930,1,24,2,6.5,-15,6.5,-15,1503.5389404296875
48930,1,29,2,12.5,-12.5,12.5,-12.5,1504.8199462890625
48930,1,31,2,10,-10,10,-10,1505.18798828125
48930,1,32,2,15,-10,15,-10,1506.0849609375
48930,1,65,2,-10,-10,-10,-10,1507.8509521484375
48930,1,63,2,-12.5,-12.5,-12.5,-12.5,1508.2330322265625
48930,1,56,2,-12.5,-17.5,-12.5,-17.5,1508.5989990234375
48930,1,60,2,-15,-15,-15,-15,1508.6319580078125
48930,1,57,2,-17.5,-17.5,-17.5,-17.5,1508.8330078125
48930,1,61,2,-20,-15,-20,-15,1509.031982421875
48930,1,64,2,-17.5,-12.5,-17.5,-12.5,1509.08203125
48930,1,67,2,-20,-10,-20,-10,1509.3489990234375
48930,1,66,2,-15,-10,-15,-10,1509.7320556640625
48930,1,53,2,-15,-20,-15,-20,1510.864013671875
48930,1,54,2,-10,-20,-10,-20,1511.3299560546875
48930,1,58,2,-10,-15,-6.5,-15,1511.81201171875
48930,1,59,2,-10,-15,-10,-15,1511.8299560546875
48930,1,29,2,12.5,-12.5,12.5,-12.5,1513.7430419921875
48930,1,25,2,10,-15,10,-15,1513.927001953125
48930,1,22,2,12.5,-17.5,12.5,-17.5,1514.1099853515625
48930,1,20,2,10,-20,10,-20,1514.343994140625
48930,1,19,2,15,-20,15,-20,1514.8079833984375
48930,1,23,2,17.5,-17.5,17.5,-17.5,1515.009033203125
48930,1,21,2,20,-20,20,-20,1515.208984375
48930,1,27,2,20,-15,20,-15,1515.3909912109375
