subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48615,1,52,2,-15,-23.5,-15,-23.5,778.1829833984375
48615,1,55,2,-20,-20,-20,-20,778.6834716796875
48615,1,61,2,-20,-15,-20,-15,779.09912109375
48615,1,57,2,-17.5,-17.5,-17.5,-17.5,779.23358154296875
48615,1,60,2,-15,-15,-15,-15,779.36572265625
48615,1,56,2,-12.5,-17.5,-12.5,-17.5,779.5836181640625
48615,1,59,2,-10,-15,-10,-15,779.78338623046875
48615,1,54,2,-10,-20,-10,-20,779.99957275390625
48615,1,53,2,-15,-20,-15,-20,780.2667236328125
48615,1,64,2,-17.5,-12.5,-17.5,-12.5,780.8834228515625
48615,1,66,2,-15,-10,-15,-10,781.09912109375
48615,1,68,2,-15,-6.5,-15,-6.5,781.4000244140625
48615,1,65,2,-10,-10,-10,-10,781.665771484375
48615,1,24,2,6.5,-15,6.5,-15,783.38360595703125
48615,1,22,2,12.5,-17.5,12.5,-17.5,784.04998779296875
48615,1,23,2,17.5,-17.5,17.5,-17.5,784.4669189453125
48615,1,27,2,20,-15,20,-15,784.6834716796875
48615,1,30,2,17.5,-12.5,17.5,-12.5,784.8839111328125
48615,1,33,2,20,-10,20,-10,785.0667724609375
48615,1,34,2,15,-6.5,15,-6.5,785.46630859375
48615,1,31,2,10,-10,10,-10,785.88348388671875
48615,1,29,2,12.5,-12.5,12.5,-12.5,786.03363037109375
48615,1,25,2,10,-15,10,-15,786.2501220703125
48615,1,20,2,10,-20,10,-20,786.6663818359375
48615,1,19,2,15,-20,15,-20,786.9669189453125
48615,1,18,2,15,-23.5,15,-23.5,787.3496704101564
48615,1,24,2,6.5,-15,6.5,-15,788.40008544921875
48615,1,32,2,15,-10,15,-10,788.9835205078125
48615,1,27,2,20,-15,20,-15,789.70001220703125
48615,1,21,2,20,-20,20,-20,789.8502197265625
48615,1,26,2,15,-15,15,-15,790.95001220703125
48615,1,34,2,15,-6.5,15,-6.5,791.66680908203125
48615,1,17,2,15,6.5,15,6.5,792.75030517578125
48615,1,15,2,15,10,15,10,793.01678466796875
48615,1,13,2,17.5,12.5,17.5,12.5,793.28350830078125
48615,1,16,2,20,10,20,10,793.9498291015625
48615,1,12,2,12.5,12.5,12.5,12.5,794.4835205078125
48615,1,8,2,10,15,10,15,794.76678466796875
48615,1,3,2,10,20,10,20,795.23321533203125
48615,1,2,2,15,20,15,20,795.73291015625
48615,1,6,2,17.5,17.5,17.5,17.5,796.15008544921875
48615,1,9,2,15,15,15,15,796.6837158203125
48615,1,5,2,12.5,17.5,12.5,17.5,797.6002197265625
48615,1,4,2,20,20,20,20,798.20037841796875
48615,1,1,2,15,23.5,15,23.5,798.76690673828125
48615,1,8,2,10,15,10,15,799.9003295898436
48615,1,14,2,10,10,10,10,800.3167724609375
48615,1,15,2,15,10,15,10,800.74981689453125
