subject,level,obj_ID,point_value,x,y,new_x,new_y,time
48511,1,22,2,12.5,-17.5,12.5,-17.5,795.44012451171875
48511,1,23,2,17.5,-17.5,17.5,-17.5,795.8574829101564
48511,1,28,2,23.5,-15,23.5,-15,797.22412109375
48511,1,28,2,23.5,-15,23.5,-15,802.25750732421875
48511,1,27,2,20,-15,20,-15,803.49102783203125
48511,1,23,2,17.5,-17.5,17.5,-17.5,803.6903076171875
48511,1,26,2,15,-15,15,-15,803.907470703125
48511,1,22,2,12.5,-17.5,12.5,-17.5,804.10662841796875
48511,1,25,2,10,-15,10,-15,804.3242797851564
48511,1,24,2,6.5,-15,6.5,-15,804.6074829101564
48511,1,58,2,-6.5,-15,-6.5,-15,805.69091796875
48511,1,59,2,-10,-15,-10,-15,805.99102783203125
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,806.19061279296875
48511,1,60,2,-15,-15,-15,-15,806.407470703125
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,806.60760498046875
48511,1,61,2,-20,-15,-20,-15,806.82342529296875
48511,1,62,2,-23.5,-15,-23.5,-15,807.10760498046875
48511,1,25,2,10,-15,10,-15,809.6240844726564
48511,1,22,2,12.5,-17.5,12.5,-17.5,809.823974609375
48511,1,26,2,15,-15,15,-15,810.04022216796875
48511,1,23,2,17.5,-17.5,17.5,-17.5,810.24072265625
48511,1,27,2,20,-15,20,-15,810.45758056640625
48511,1,28,2,23.5,-15,23.5,-15,810.74078369140625
48511,1,58,2,-6.5,-15,-6.5,-15,813.1898193359375
48511,1,59,2,-10,-15,-10,-15,813.48992919921875
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,813.6898193359375
48511,1,60,2,-15,-15,-15,-15,813.90740966796875
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,814.10760498046875
48511,1,61,2,-20,-15,-20,-15,814.3236083984375
48511,1,62,2,-23.5,-15,-23.5,-15,814.607421875
48511,1,24,2,6.5,-15,6.5,-15,816.75738525390625
48511,1,25,2,10,-15,10,-15,817.0576171875
48511,1,22,2,12.5,-17.5,12.5,-17.5,817.2567749023436
48511,1,26,2,15,-15,15,-15,817.49090576171875
48511,1,23,2,17.5,-17.5,17.5,-17.5,817.69097900390625
48511,1,27,2,20,-15,20,-15,817.9080810546875
48511,1,28,2,23.5,-15,23.5,-15,818.1903076171875
48511,1,58,2,-6.5,-15,-6.5,-15,820.857421875
48511,1,59,2,-10,-15,-10,-15,821.157470703125
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,821.357421875
48511,1,60,2,-15,-15,-15,-15,821.59002685546875
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,821.7899169921875
48511,1,61,2,-20,-15,-20,-15,822.00750732421875
48511,1,62,2,-23.5,-15,-23.5,-15,822.290771484375
48511,1,24,2,6.5,-15,6.5,-15,824.4403076171875
48511,1,25,2,10,-15,10,-15,824.74078369140625
48511,1,22,2,12.5,-17.5,12.5,-17.5,824.94091796875
48511,1,26,2,15,-15,15,-15,825.15771484375
48511,1,23,2,17.5,-17.5,17.5,-17.5,825.3740234375
48511,1,27,2,20,-15,20,-15,825.5908203125
48511,1,28,2,23.5,-15,23.5,-15,825.8574829101564
48511,1,58,2,-6.5,-15,-6.5,-15,828.50738525390625
48511,1,59,2,-10,-15,-10,-15,828.8065185546875
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,829.00738525390625
48511,1,60,2,-15,-15,-15,-15,829.22412109375
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,829.42401123046875
48511,1,61,2,-20,-15,-20,-15,829.64080810546875
48511,1,62,2,-23.5,-15,-23.5,-15,829.92401123046875
48511,1,24,2,6.5,-15,6.5,-15,832.240478515625
48511,1,25,2,10,-15,10,-15,832.541015625
48511,1,22,2,12.5,-17.5,12.5,-17.5,832.7396240234375
48511,1,26,2,15,-15,15,-15,832.97412109375
48511,1,23,2,17.5,-17.5,17.5,-17.5,833.1572875976564
48511,1,27,2,20,-15,20,-15,833.390625
48511,1,28,2,23.5,-15,23.5,-15,833.6572875976564
48511,1,58,2,-6.5,-15,-6.5,-15,836.190673828125
48511,1,59,2,-10,-15,-10,-15,836.49078369140625
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,836.690673828125
48511,1,60,2,-15,-15,-15,-15,836.9072875976564
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,837.107421875
48511,1,61,2,-20,-15,-20,-15,837.32421875
48511,1,62,2,-23.5,-15,-23.5,-15,837.607421875
48511,1,24,2,6.5,-15,6.5,-15,840.72412109375
48511,1,25,2,10,-15,10,-15,841.02301025390625
48511,1,22,2,12.5,-17.5,12.5,-17.5,841.22308349609375
48511,1,26,2,15,-15,15,-15,841.4395751953125
48511,1,23,2,17.5,-17.5,17.5,-17.5,841.640625
48511,1,27,2,20,-15,20,-15,841.8568115234375
48511,1,28,2,23.5,-15,23.5,-15,842.1406860351564
48511,1,58,2,-6.5,-15,-6.5,-15,844.5067138671875
48511,1,59,2,-10,-15,-10,-15,844.807373046875
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,845.0067749023436
48511,1,60,2,-15,-15,-15,-15,845.22381591796875
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,845.42401123046875
48511,1,61,2,-20,-15,-20,-15,845.6406860351564
48511,1,62,2,-23.5,-15,-23.5,-15,845.9232177734375
48511,1,24,2,6.5,-15,6.5,-15,848.15692138671875
48511,1,25,2,10,-15,10,-15,848.47412109375
48511,1,22,2,12.5,-17.5,12.5,-17.5,848.6572875976564
48511,1,26,2,15,-15,15,-15,848.8900146484375
48511,1,23,2,17.5,-17.5,17.5,-17.5,849.0908203125
48511,1,27,2,20,-15,20,-15,849.3065185546875
48511,1,28,2,23.5,-15,23.5,-15,849.5899047851564
48511,1,58,2,-6.5,-15,-6.5,-15,852.3905029296875
48511,1,59,2,-10,-15,-10,-15,852.69091796875
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,852.890625
48511,1,60,2,-15,-15,-15,-15,853.107421875
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,853.30731201171875
48511,1,61,2,-20,-15,-20,-15,853.52398681640625
48511,1,62,2,-23.5,-15,-23.5,-15,853.807373046875
48511,1,24,2,6.5,-15,6.5,-15,856.390380859375
48511,1,25,2,10,-15,10,-15,856.6895751953125
48511,1,22,2,12.5,-17.5,12.5,-17.5,856.8897705078125
48511,1,26,2,15,-15,15,-15,857.10711669921875
48511,1,23,2,17.5,-17.5,17.5,-17.5,857.30731201171875
48511,1,27,2,20,-15,20,-15,857.52288818359375
48511,1,28,2,23.5,-15,23.5,-15,857.80731201171875
48511,1,58,2,-6.5,-15,-6.5,-15,860.007080078125
48511,1,59,2,-10,-15,-10,-15,860.3065185546875
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,860.50732421875
48511,1,60,2,-15,-15,-15,-15,860.7230224609375
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,860.9229125976564
48511,1,61,2,-20,-15,-20,-15,861.1406860351564
48511,1,62,2,-23.5,-15,-23.5,-15,861.42401123046875
48511,1,24,2,6.5,-15,6.5,-15,863.8231201171875
48511,1,25,2,10,-15,10,-15,864.1240234375
48511,1,22,2,12.5,-17.5,12.5,-17.5,864.323486328125
48511,1,26,2,15,-15,15,-15,864.5404052734375
48511,1,23,2,17.5,-17.5,17.5,-17.5,864.740478515625
48511,1,27,2,20,-15,20,-15,864.95721435546875
48511,1,28,2,23.5,-15,23.5,-15,865.23968505859375
48511,1,58,2,-6.5,-15,-6.5,-15,867.52392578125
48511,1,59,2,-10,-15,-10,-15,867.8231811523436
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,868.02362060546875
48511,1,60,2,-15,-15,-15,-15,868.2401733398436
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,868.4395751953125
48511,1,61,2,-20,-15,-20,-15,868.6572265625
48511,1,62,2,-23.5,-15,-23.5,-15,868.9398193359375
48511,1,24,2,6.5,-15,6.5,-15,871.25701904296875
48511,1,25,2,10,-15,10,-15,871.55621337890625
48511,1,22,2,12.5,-17.5,12.5,-17.5,871.7738037109375
48511,1,26,2,15,-15,15,-15,871.98992919921875
48511,1,23,2,17.5,-17.5,17.5,-17.5,872.1898193359375
48511,1,27,2,20,-15,20,-15,872.4066162109375
48511,1,28,2,23.5,-15,23.5,-15,872.6898193359375
48511,1,58,2,-6.5,-15,-6.5,-15,875.1572265625
48511,1,59,2,-10,-15,-10,-15,875.4730224609375
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,875.6572265625
48511,1,60,2,-15,-15,-15,-15,875.8895874023436
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,876.090576171875
48511,1,61,2,-20,-15,-20,-15,876.3065185546875
48511,1,62,2,-23.5,-15,-23.5,-15,876.5908203125
48511,1,24,2,6.5,-15,6.5,-15,879.04052734375
48511,1,25,2,10,-15,10,-15,879.3397827148436
48511,1,22,2,12.5,-17.5,12.5,-17.5,879.5394287109375
48511,1,26,2,15,-15,15,-15,879.75701904296875
48511,1,23,2,17.5,-17.5,17.5,-17.5,879.95721435546875
48511,1,27,2,20,-15,20,-15,880.1904296875
48511,1,28,2,23.5,-15,23.5,-15,880.457275390625
48511,1,58,2,-6.5,-15,-6.5,-15,882.82373046875
48511,1,59,2,-10,-15,-10,-15,883.123779296875
48511,1,56,2,-12.5,-17.5,-12.5,-17.5,883.32391357421875
48511,1,60,2,-15,-15,-15,-15,883.54058837890625
48511,1,57,2,-17.5,-17.5,-17.5,-17.5,883.74072265625
