lp__,"weights[1,1]","weights[2,1]","weights[3,1]","z_subject[1,1]","z_subject[2,1]","z_subject[3,1]","z_subject[1,2]","z_subject[2,2]","z_subject[3,2]","z_subject[1,3]","z_subject[2,3]","z_subject[3,3]","z_subject[1,4]","z_subject[2,4]","z_subject[3,4]","z_subject[1,5]","z_subject[2,5]","z_subject[3,5]","z_subject[1,6]","z_subject[2,6]","z_subject[3,6]","z_subject[1,7]","z_subject[2,7]","z_subject[3,7]","z_subject[1,8]","z_subject[2,8]","z_subject[3,8]","z_subject[1,9]","z_subject[2,9]","z_subject[3,9]","z_subject[1,10]","z_subject[2,10]","z_subject[3,10]","z_subject[1,11]","z_subject[2,11]","z_subject[3,11]","z_subject[1,12]","z_subject[2,12]","z_subject[3,12]","z_subject[1,13]","z_subject[2,13]","z_subject[3,13]","z_subject[1,14]","z_subject[2,14]","z_subject[3,14]","z_subject[1,15]","z_subject[2,15]","z_subject[3,15]","z_subject[1,16]","z_subject[2,16]","z_subject[3,16]","z_subject[1,17]","z_subject[2,17]","z_subject[3,17]","z_subject[1,18]","z_subject[2,18]","z_subject[3,18]","z_subject[1,19]","z_subject[2,19]","z_subject[3,19]","z_subject[1,20]","z_subject[2,20]","z_subject[3,20]","z_subject[1,21]","z_subject[2,21]","z_subject[3,21]","z_subject[1,22]","z_subject[2,22]","z_subject[3,22]","z_subject[1,23]","z_subject[2,23]","z_subject[3,23]","z_subject[1,24]","z_subject[2,24]","z_subject[3,24]","z_subject[1,25]","z_subject[2,25]","z_subject[3,25]","z_subject[1,26]","z_subject[2,26]","z_subject[3,26]","z_subject[1,27]","z_subject[2,27]","z_subject[3,27]","z_subject[1,28]","z_subject[2,28]","z_subject[3,28]","z_subject[1,29]","z_subject[2,29]","z_subject[3,29]","z_subject[1,30]","z_subject[2,30]","z_subject[3,30]","z_subject[1,31]","z_subject[2,31]","z_subject[3,31]","z_subject[1,32]","z_subject[2,32]","z_subject[3,32]","z_subject[1,33]","z_subject[2,33]","z_subject[3,33]","z_subject[1,34]","z_subject[2,34]","z_subject[3,34]","z_subject[1,35]","z_subject[2,35]","z_subject[3,35]",sigma_subject[1],sigma_subject[2],sigma_subject[3],"Rho_subject[1,1]","Rho_subject[2,1]","Rho_subject[3,1]","Rho_subject[1,2]","Rho_subject[2,2]","Rho_subject[3,2]","Rho_subject[1,3]","Rho_subject[2,3]","Rho_subject[3,3]","z_level[1,1]","z_level[2,1]","z_level[3,1]","z_level[1,2]","z_level[2,2]","z_level[3,2]","z_level[1,3]","z_level[2,3]","z_level[3,3]","z_level[1,4]","z_level[2,4]","z_level[3,4]","z_level[1,5]","z_level[2,5]","z_level[3,5]","z_level[1,6]","z_level[2,6]","z_level[3,6]","z_level[1,7]","z_level[2,7]","z_level[3,7]","z_level[1,8]","z_level[2,8]","z_level[3,8]","z_level[1,9]","z_level[2,9]","z_level[3,9]","z_level[1,10]","z_level[2,10]","z_level[3,10]",sigma_level[1],sigma_level[2],sigma_level[3],"Rho_level[1,1]","Rho_level[2,1]","Rho_level[3,1]","Rho_level[1,2]","Rho_level[2,2]","Rho_level[3,2]","Rho_level[1,3]","Rho_level[2,3]","Rho_level[3,3]","v_subject[1,1]","v_subject[2,1]","v_subject[3,1]","v_subject[4,1]","v_subject[5,1]","v_subject[6,1]","v_subject[7,1]","v_subject[8,1]","v_subject[9,1]","v_subject[10,1]","v_subject[11,1]","v_subject[12,1]","v_subject[13,1]","v_subject[14,1]","v_subject[15,1]","v_subject[16,1]","v_subject[17,1]","v_subject[18,1]","v_subject[19,1]","v_subject[20,1]","v_subject[21,1]","v_subject[22,1]","v_subject[23,1]","v_subject[24,1]","v_subject[25,1]","v_subject[26,1]","v_subject[27,1]","v_subject[28,1]","v_subject[29,1]","v_subject[30,1]","v_subject[31,1]","v_subject[32,1]","v_subject[33,1]","v_subject[34,1]","v_subject[35,1]","v_subject[1,2]","v_subject[2,2]","v_subject[3,2]","v_subject[4,2]","v_subject[5,2]","v_subject[6,2]","v_subject[7,2]","v_subject[8,2]","v_subject[9,2]","v_subject[10,2]","v_subject[11,2]","v_subject[12,2]","v_subject[13,2]","v_subject[14,2]","v_subject[15,2]","v_subject[16,2]","v_subject[17,2]","v_subject[18,2]","v_subject[19,2]","v_subject[20,2]","v_subject[21,2]","v_subject[22,2]","v_subject[23,2]","v_subject[24,2]","v_subject[25,2]","v_subject[26,2]","v_subject[27,2]","v_subject[28,2]","v_subject[29,2]","v_subject[30,2]","v_subject[31,2]","v_subject[32,2]","v_subject[33,2]","v_subject[34,2]","v_subject[35,2]","v_subject[1,3]","v_subject[2,3]","v_subject[3,3]","v_subject[4,3]","v_subject[5,3]","v_subject[6,3]","v_subject[7,3]","v_subject[8,3]","v_subject[9,3]","v_subject[10,3]","v_subject[11,3]","v_subject[12,3]","v_subject[13,3]","v_subject[14,3]","v_subject[15,3]","v_subject[16,3]","v_subject[17,3]","v_subject[18,3]","v_subject[19,3]","v_subject[20,3]","v_subject[21,3]","v_subject[22,3]","v_subject[23,3]","v_subject[24,3]","v_subject[25,3]","v_subject[26,3]","v_subject[27,3]","v_subject[28,3]","v_subject[29,3]","v_subject[30,3]","v_subject[31,3]","v_subject[32,3]","v_subject[33,3]","v_subject[34,3]","v_subject[35,3]","v_level[1,1]","v_level[2,1]","v_level[3,1]","v_level[4,1]","v_level[5,1]","v_level[6,1]","v_level[7,1]","v_level[8,1]","v_level[9,1]","v_level[10,1]","v_level[1,2]","v_level[2,2]","v_level[3,2]","v_level[4,2]","v_level[5,2]","v_level[6,2]","v_level[7,2]","v_level[8,2]","v_level[9,2]","v_level[10,2]","v_level[1,3]","v_level[2,3]","v_level[3,3]","v_level[4,3]","v_level[5,3]","v_level[6,3]","v_level[7,3]","v_level[8,3]","v_level[9,3]","v_level[10,3]",.chain,.iteration,.draw
-164214.6,-3.2946823,0.97896905,0.80302625,-0.1094627,-1.2128647,-0.088723011,0.94314968,1.2431101,0.36109226,-0.62806784,0.24598293,-1.2702185,0.48351689,3.2907224,-1.3111809,-1.2025203,-0.010549486,-0.74183588,-1.2755758,0.3854048,1.2754792,-0.25779899,-0.0096166599,-0.43907849,0.19428572,-0.34782196,0.88197542,-0.26059779,-0.30958938,-0.050770425,-0.32589054,0.95308604,0.85280056,0.288689,0.48239448,0.80185706,0.60665648,-1.0600826,0.32923306,1.1204452,-0.6954582,0.79140804,0.63853525,0.74457891,1.428283,-1.0090324,-1.4149673,-0.16715778,-1.5121521,-0.2385626,-0.45879417,-0.83123093,-0.1443165,1.4249962,-1.9316613,-1.2087684,0.28252589,0.39614423,-1.1121012,-0.95664537,-0.6392081,-0.034303992,-0.81624591,-1.4251106,0.32273802,0.75976472,0.34313233,0.33170179,0.4684378,-0.83990646,-1.7634185,-0.48937679,-0.37072428,-1.2902912,-0.025759297,0.058781401,-0.55449615,1.1132811,-0.11062729,1.1496833,-1.0184186,0.47178274,-0.40550882,0.64471203,-0.17355953,1.0839618,1.2944821,-0.86574642,-0.51154782,-0.90690199,-0.75058745,-1.928922,-0.53486376,0.29903148,0.43250273,0.77056475,0.32318355,0.51828171,0.76367187,-1.193228,2.818115,2.5362604,0.25682889,-0.64935803,0.11284548,0.23778121,0.86920243,-1.5236019,0.57622286,0.20751105,0.32738922,1,0.10137905999999999,-0.4626964,0,0.99484787,-0.14383953,0,0,0.87476981,0.55003354,0.27316866,-1.1023834,-0.17155956,0.95735679,0.66245996,1.1086745,0.15411104,-0.45069016,-0.81599324,-0.69133626,-0.79382953,0.99273362,0.54473809,0.026712796,-0.08977251,0.67688165,0.96136001,1.1437469,-0.025793947,0.53894509,-2.5310007,-0.016297511,-0.27671034,-1.2913717,-1.0430808,-0.5723578,-1.2052611,-0.11087236,0.37634763,0.28635858,0.18773697,0.23212482,1,-0.44881829,-0.39122228,0,0.89362304,0.47643679,0,0,0.78737102,-0.063074911,0.5434644,-0.36190704,0.27861348,-0.6929197,-0.73501594,-0.14854967,0.11195187,-0.1501624,-0.18778558,0.1663492,0.34956933,0.64562616,0.36793861,-0.58142754,-0.8713366,-0.47897426,-1.1130674,0.22826736,-0.36832632,-0.82118128,0.19772069,-0.4839733,-0.2136198,0.033871187,-0.063745971,0.271852,-0.10000897,-0.49886287,-0.43250565,0.17230877,0.18622575,-0.68756522,0.14799068,0.13701497,-0.25268892,0.27647134,0.037568355,0.68951494,-0.027475607,0.05272907,-0.0074086701,-0.067717793,-0.069394495,0.18990107,0.10565968,-0.20608309,-0.12000061,0.16714535,-0.31333587,-0.081060882,-0.04727981,-0.29017736,-0.22125053,-0.020528979,0.036646216,0.075695726,-0.38171286,-0.27416923,-0.11323465,0.23501554,-0.073788999,0.22012393,-0.12381786,-0.41400068,0.095577504,0.11379398,0.55667483,-0.12865174,0.18444209,0.048287836,-0.097996668,-0.280221,-0.60371847,-0.029797778,0.54036198,-0.086243057,0.23953783,0.039514705,0.24871795,0.16319619,0.052312591,0.089674608,0.27725644,0.17161066,0.10890366,0.54081739,0.43044693,-0.28161198,-0.135321,0.41826928,0.066557352,0.070119876,0.10954254,0.33604056,-0.32904742,0.13226873,0.34597271,-0.10449345,0.051356458,0.15501716,0.14534504,0.77440318,0.023992185,-0.51329624,0.15750682,-0.04912755,0.31747844,-0.23366666,0.28427779,-0.025707128,0.32752173,-0.72477376,-0.36979537,-0.34513687,-5.1727253e-4,0.17506757,-0.067562068,-0.047227358999999997,0.0077410517,0.12112199,-0.10069922,0.21052741,-0.066182878,0.082954424,-0.22122019,0.24253323,-0.16600972,-0.14744143,-0.025026158,0.25871689,-0.008216917,0.17746997,-0.10269356,0.16597541,1,1,1
-164229.76,-3.4643457,1.0119409,0.831694,0.052830389,-1.4733537,0.25023501,1.3275552,0.55938542,-0.30186693,-0.69443798,0.062739957,-1.6195781,0.65818143,3.0050182,-2.7445837,-1.3199499,0.53536385,-0.64472945,-1.4632203,0.86057806,1.3070492,-0.43484064,0.13081324,-0.47411153,0.51969414,-0.65862619,0.73609361,-0.21510055,-0.29697067,0.040810867,-0.16648591,0.86401777,0.58533943,0.49778995,-0.19631726,0.31159815,0.96648792,-1.5264604,0.4497924,1.5963486,-1.6691832,1.0104025,0.98982065,0.28042113,1.1162362,-1.1041538,-1.1174798,0.64234355,-1.8551134,0.18678584,-0.39071671,-1.1552969,-0.084809765,1.4414638,-2.1516082,-0.46666136,0.87166335,0.64546056,-1.7550785,-0.49954273,-0.70091516,0.014769006,-0.96595616,-1.6796868,0.6913175,0.61453279,0.62631771,0.089329309,0.46429592,-0.88881294,-1.536508,0.50121751,-0.18938313,-1.3219604,0.56055856,-0.058300291,-0.70602853,1.2270714,0.40124904,1.1994995,-1.5302354,0.71405443,-0.79118913,1.1797224,-0.15644099,0.6829798,1.1155704,-0.93426412,-0.29293646,-0.56200115,-1.0426319,-1.6422942,0.14357329,0.48558323,-0.065750116,0.61431463,0.58932839,0.19242024,0.54984897,-1.3511672,3.0500883,1.7917462,0.53952204,-0.99486304,0.48183659,0.68536705,0.57082047,-2.1357973,0.40864501,0.23056239,0.28690632,1,0.47386892,-0.23421785,0,0.88059539,0.21231312,0,0,0.94871763,0.70514224,-0.098182532,0.95174403,0.28477294,2.0169839,1.0934873,1.1371929,-1.0774181,-1.2271987,-0.33988292,-0.64644448,-1.0901172,0.82396741,-0.081746418,-0.53975665,0.068596011,1.8830315,1.1798223,1.0797227,-1.4840037,0.49488594,-1.3905197,2.5918914,0.44812078,-0.65711243,-0.85864632,0.31561035,-1.0819784,1.1702269,0.36144334,0.38666323,0.077841076,0.11940861,1,0.02853321,0.29022986,0,0.99959285,0.6321937,0,0,0.71839944,0.021588875,0.5424988,-0.28377861,0.26896256,-0.53939093,-0.59793766,-0.17769546,0.21237042,-0.087899768,-0.068033636,0.20341938,0.39495046,0.65233987,0.40448527,-0.45120696,-0.75808282,-0.47210631,-0.87924395,0.26376424,-0.28642548,-0.68639562,0.25594161,-0.36320897,-0.07739047,-0.023824123,0.16396842,0.29179478,-0.063928828,-0.38178237,-0.42606633,0.19843116,0.24082611,-0.55214774,0.22047299,0.28007183,-0.29336616,0.25861708,-0.06313353,0.68202589,-0.035516819,0.01485893,-0.020949806,-0.076942424,-0.083795704,0.15723377,0.014527994,-0.20432564,-0.16448668,0.16507871,-0.34752017,-0.16475938,-0.14344263,-0.32982413,-0.28581676,-0.07358085,-0.043156752,0.086565912,-0.40906903,-0.28909182,-0.14971619,0.28737601,-0.08262187,0.12157471,-0.16154982,-0.44735272,0.039703663,0.10345537,0.47164246,-0.143043,0.19077563,-0.025185718,-0.13730153,-0.39035097,-0.60823795,-0.054180995,0.50651732,-0.091860849,0.12531734,0.0074732238,0.22314372,0.039405619,-0.035499008,0.066075639,0.25439881,0.18096891,0.029688469,0.4648247,0.35341956,-0.28625492,-0.21492644,0.32225504,0.08973188,0.10256009,0.084780573,0.29491103,-0.37041657,0.22493435,0.35576616,-0.10803553,0.0091043763,0.13057659,0.12178414,0.76429044,0.034296407,-0.59263401,0.27265257,0.11011122,0.43971068,-0.13142023,0.3185979,0.026523555,0.41748907,-0.53766282,-0.25408121,-0.41836125,-0.006073362,0.15757277,-0.081307472,-0.051054345,-0.0045305607,0.14666988,-0.11307129,0.19858505,-0.068270224,0.088651497,0.098669164,0.25593262,-0.147196,-0.15409226,-0.023917604,0.24573491,-0.032154854,0.18591166,-0.060517495,0.081848431,1,2,2
-164221.86,-3.4368279,1.046779,0.79126526,0.20775485,-1.4210342,0.17541009,1.5125551,0.81293814,-0.06591072,-0.29869727,-0.22962613,-1.5048812,1.1409182,2.493523,-2.958367,-1.5485536,0.5151895,-0.97556622,-1.4949415,0.70811525,1.0692357,-0.36210225,0.10589712,-0.58187621,0.68963592,-0.6162752,0.62670577,-0.15529271,-0.25418488,-0.17444123,-0.075002994,0.88412635,0.57380199,0.60319475,-0.16299401,0.45601214,1.2326257,-1.2922991,0.39632814,1.4306064,-0.99192152,0.77241129,0.94735644,0.708125,1.0236968,-1.4527757,-0.82706407,0.064916602,-1.6184056,-0.26123186,-0.2845476,-0.70307878,-0.57643531,1.8322393,-1.6805774,-1.1710431,0.71506549,0.89238842,-1.5600761,-0.43458335,-0.94387871,0.22473612,-1.2213369,-1.4951495,0.29544363,0.50778674,0.55421089,0.49015381,0.5722305,-1.1997466,-1.4496161,0.040228657,-0.51099553,-0.99719927,0.24221806,0.28438173,-0.86690035,1.2338378,-0.058350967,1.6730452,-1.6242419,0.82537122,-0.43142715,1.0866136,0.033686604,0.93761709,0.98346677,-0.82417104,-0.49734134,-1.0079702,-0.68102999,-1.7803451,-0.048423276,1.0090254,-0.62437383,0.88868199,0.94456175,0.14960085,0.6947796,-1.4011455,2.8392071,1.9305938,0.84341995,-1.0040226,0.34390799,1.0312732,0.42910906,-1.8046635,0.40752217,0.21992154,0.2706212,1,0.30970524,-0.35389683,0,0.95083262,0.17772225,0,0,0.91824388,0.37909012,-0.31496727,0.16808968,0.018350532,1.8704891,1.160438,0.99700405,-0.93484388,-0.063284022,-0.71196213,-1.2448267,-0.21825896,0.72381589,-0.21545794,-0.83911724,-0.12125925,1.2302408,1.2992879,0.85949175,-1.169354,0.71243068,-1.7605644,1.6303466,0.85487741,-0.93318564,-1.4858109,0.24903025,-0.95407209,-0.023757865,0.43673766,0.38658082,0.088298649,0.19457675,1,-0.33555052,-0.17586953,0,0.94202221,0.22654753,0,0,0.95799067,0.084664708,0.61639972,-0.12172576,0.46494945,-0.63106992,-0.6092218,-0.14756469,0.28104192,-0.063285222,-0.030565382,0.24581523,0.5023223,0.58300382,0.38606875,-0.5920383,-0.65953614,-0.28652019,-0.68487255,0.36366806,-0.3846515,-0.60930655,0.22585322,-0.48892332,-0.208242,0.11589186,-0.023779313,0.33635707,0.013728038,-0.33586797,-0.27753481,0.41120021,0.38492985,-0.57099786,0.34371232,0.42026667,-0.28300006,0.27301375,-0.068361318,0.59912594,0.0022572315,0.046251226,-0.0025190978,-0.081896736,-0.063729357,0.17976988,0.0070006657,-0.18627563,-0.10997947,0.21260026,-0.27189598,-0.16485681,-0.16842486,-0.35934071,-0.26544394,-0.017294136,-0.040056112,0.14024314,-0.38484291,-0.24332725,-0.16190681,0.34587375,-0.033998376,0.19835819,-0.16013333,-0.41867094,-0.061836338,0.095617726,0.49826932,-0.15250367,0.15997128,-0.044653563,-0.12214038,-0.35639448,-0.72448412,-0.069338255,0.44293169,-0.10482165,0.060046231,-0.040700428,0.19229325,0.047708889,-0.081718606,0.0072224315,0.19771217,0.11548876,0.071724848,0.49491599,0.28232154,-0.26849065,-0.20229173,0.28358602,0.11269341,0.055178904,0.061168631,0.23767436,-0.31756385,0.17022232,0.28625666,-0.19546416,-0.032435833,0.094168272,0.089382693,0.75048867,-0.043605029,-0.52658103,0.14654897,0.0070939636,0.38542264,-0.2752309,0.27981334,-0.0468765,0.33226303,-0.68060041,-0.36075167,-0.36882597,-0.037430685,0.15504226,-0.10729954,-0.082449319,-0.039367332,0.10592331,-0.12273162,0.18777423,-0.095939657,0.026291713,0.0044758269,0.29813364,-0.087122655,-0.071193689,-0.19068037,0.3005704,0.051840942,0.29146531,0.012857785,0.11301028,1,3,3
-164211.64,-3.4938815,1.0427277,0.79426683,0.23571674,-1.3232337,-0.082569221,1.3482908,0.75630611,-0.43619387,-0.42825404,-0.010491982,-1.8076128,0.68139877,3.0799601,-3.1944102,-1.5953075,0.16796573,-0.82299094,-1.2671612,0.59422356,1.5915874,0.13205806,-0.080596138,-0.5156176,0.66083097,-0.65623004,1.188101,-0.17930066,-0.27515751,-0.012114775,0.031907284,0.83706771,0.88335885,0.54260188,0.16412089,0.56678586,0.83468292,-1.0579157,0.62565066,1.5111148,-1.3774399,0.81775819,1.1821833,0.38596371,1.4523339,-1.0451428,-1.1614395,-0.029623576,-1.3572902,-0.24762159,-0.4490338,-0.4817889,-0.20932892,1.6315293,-1.9461378,-0.85260904,0.92733968,0.77393389,-1.5711871,-1.2782542,-0.79182574,0.23540732,-0.9214591,-1.2310792,0.48188925,1.0614025,0.56984669,0.46660053,0.1903612,-0.83937761,-1.8488999,-0.12003016,-0.2451067,-1.1052453,0.31118584,0.013786528,-0.61500612,1.4069811,-0.11445334,1.3574978,-1.5741715,0.71826921,-0.72549061,0.78159042,-0.13409782,0.90085455,1.2490231,-0.76391917,-0.595426,-0.4499551,-0.96854438,-1.630155,-0.15082348,0.70218225,-0.11821185,0.92451447,0.46803271,0.30019425,0.96519935,-1.0616046,2.9084567,2.8587139,0.68806702,-1.0868206,0.82221882,0.79166002,0.48012292,-1.9765091,0.46187845,0.22027079,0.23568746,1,0.33486561,-0.33865716,0,0.9422659,0.10911349,0,0,0.9345617,0.417369,-0.10529599,-0.75804722,0.022670234,1.7565086,0.86042886,0.91929988,-0.73656785,-0.035406048,-0.50901983,-1.5462543,-0.29098983,0.73568273,-0.014022908,-0.049028429,0.18697752,1.2537795,1.0297078,0.88531009,-1.1921627,0.73659419,-1.3853983,1.1404521,0.29489929,-0.63872212,-1.6228966,0.096631651,-0.71108997,0.12168653,1.7220878,0.43431966,0.094218739,0.22592013,1,-0.4895174,-0.32561023,0,0.87199353,0.24914,0,0,0.91208949,0.10887248,0.62274649,-0.19780132,0.31472341,-0.73683816,-0.58527443,0.060994771,0.30522359,-0.08281511,0.014737287,0.25061612,0.38552206,0.69795136,0.54602497,-0.48272896,-0.62690312,-0.22252791,-0.89887913,0.35746339,-0.36572725,-0.56860896,0.26319991,-0.38769043,-0.1132095,0.0063677003,-0.052863533,0.33175307,-0.061936892,-0.35283781,-0.44734978,0.32432285,0.21617422,-0.49033231,0.31780333,0.3656507,-0.25725525,0.25642553,-0.033766143,0.6895177,-0.082809752,0.029866056,-0.0069872737,-0.087459315,-0.070335361,0.17608998,0.074086807,-0.15800712,-0.17443118,0.16730733,-0.31815191,-0.15151,-0.078984267,-0.32051141,-0.2690194,-0.0095462973,0.0092121031,0.13887717,-0.44565936,-0.24747705,-0.12662986,0.27331142,-0.097597892,0.17708445,-0.17993037,-0.40978554,0.027258442,0.096829025,0.52535567,-0.174821,0.15804499,-0.071030505,-0.18424519,-0.36424064,-0.67879609,-0.049623095,0.46699292,-0.12618541,0.19207468,0.0045666918,0.21355242,0.085754446,0.043980441,0.024086874,0.23546466,0.047027029,0.0030609686,0.39243975,0.33766907,-0.38373296,-0.13370946,0.3444432,0.0084456335,-0.0069891431,0.059683683,0.29299164,-0.30268835,0.09616912,0.30898573,-0.05344758,0.0021633102,0.14455142,0.18296204,0.78920331,0.098236559,-0.48619569,0.18127156,0.0098461282,0.39927001,-0.22107732,0.31952148,0.081208014,0.38450758,-0.60170573,-0.27740958,-0.30884036,-0.027900695,0.14326587,-0.10291472,-0.1035605,-0.035083043,0.09438446,-0.13877788,0.15759436,-0.10387519,0.042794225,-0.19283186,0.27449816,-0.11637947,-0.10954879,-0.065010282,0.26899644,0.019555281,0.2268705,-0.024448462,0.41401069,1,4,4
-164215.83,-3.48943,1.0763087,0.81810455,0.1903125,-1.4088555,-0.074323323,1.4265104,0.91685465,0.53110557,-0.44378071,-0.28169222,-1.7814765,1.0808881,2.8139767,-2.0437673,-1.7092977,-0.046782842,-0.86938244,-1.5420464,0.3603398,1.3536749,-0.4364573,0.041608882,-0.42582444,0.4156493,-0.4431113,0.7363562,-0.16767007,-0.4590622,-0.23081293,-0.21772394,0.86238651,0.98006923,0.60627661,-0.24897709,0.62331162,1.1712559,-1.2911674,0.93366292,1.2765343,-1.1036275,1.0249962,0.8371345,0.87493586,1.4713677,-1.1063449,-1.1928933,0.1198736,-1.8376159,-0.43025046,-0.51957231,-0.77577873,-0.9080024,1.8967561,-1.695794,-1.5928346,0.35274909,0.87195418,-1.6578552,-0.98652103,-0.82430656,-0.091727292,-1.181942,-1.3867307,-0.18678012,0.70094558,0.62292619,0.38800076,0.8519985,-1.1950386,-1.8125455,-0.32714713,-0.21934729,-1.369542,0.038009792,0.16649672,-0.85253355,1.3092781,0.27246867,1.2032623,-1.0016408,0.6786933,-0.40723508,1.2361156,-0.019847647,0.7993941,1.5809879,-0.9432897,-0.74532034,-1.2168721,-0.76104794,-2.0771937,-0.3704318,0.84653992,-0.37625599,1.0946921,0.6505988,0.072051696,1.1080004,-1.5209758,2.6624164,2.7171928,0.49351357,-0.9868153,0.32141031,0.84654581,0.46165502,-1.7535074,0.42012163,0.21192442,0.26209972,1,0.15846534,-0.47849647,0,0.98736454,-0.063460516,0,0,0.87579329,0.56378836,-0.14462908,0.75949649,0.17703042,1.5758017,0.34666439,0.85950678,-0.98113971,-0.06955739,-0.32118181,-1.3898208,0.50550919,0.68929887,-0.30736009,-0.018128427,0.26128571,1.2483816,0.25439995,0.78274971,-1.2409944,1.069993,-1.1355336,1.4099198,0.072671624,-0.57095312,-1.1589901,0.63979569,-0.67643889,-0.052765323,-0.58797296,0.51526118,0.10086103,0.21413345,1,-0.31715546,0.039049545,0,0.94837356,0.71236806,0,0,0.70071883,0.079954396,0.59930788,-0.18644187,0.45410448,-0.71811293,-0.64784704,-0.18336515,0.17462326,-0.070441821,-0.091470536,0.25470992,0.49206993,0.53629965,0.35169831,-0.46479943,-0.77202218,-0.32592142,-0.71243974,0.36632681,-0.34630901,-0.58259554,0.26170476,-0.50206157,-0.092152539,0.069948872,0.11446998,0.28513373,-0.0083384256,-0.3962964,-0.3197327,0.35564973,0.27333062,-0.63899482,0.20733572,0.3556522,-0.28840711,0.23975481,-0.073846499,0.62511433,-0.067191944,0.023613856,-0.0059508845,-0.078760943,-0.10168804,0.17313974,-0.031737233,-0.23083856,-0.18806093,0.21119062,-0.28676295,-0.15174053,-0.21604919,-0.39024463,-0.3176181,-0.046876049,-0.085653243,0.10210739,-0.41940169,-0.29393836,-0.17279839,0.26092885,-0.062420243,0.16660401,-0.18763398,-0.46020387,-0.050301234,0.036925425,0.50602331,-0.1899143,0.12502904,-0.017494901,-0.072241384,-0.34858774,-0.65150004,0.015585094,0.4981299,-0.043700263,0.12426912,-0.024318283,0.23793169,0.07118396,0.088902147,0.093544553,0.21820437,0.18610869,0.1183534,0.54778735,0.3201414,-0.30823115,-0.16640397,0.33792054,0.110995,0.10492732,0.059013709,0.29383766,-0.28410698,0.20540042,0.35210102,-0.14862867,0.044965002,0.15137176,0.17154366,0.77018591,0.028298462,-0.51635638,0.29049826,0.091216903,0.44287048,-0.16549252,0.35516895,0.13463038,0.40332054,-0.58509639,-0.29418998,-0.3485427,-0.031869157,0.14506868,-0.12134432,-0.12266767,-0.051449927,0.11105445,-0.14374509,0.17118854,-0.092597965,0.016591141,0.096612739,0.29387205,-0.15291472,-0.13884116,-0.043841604,0.23078728,-0.022208748,0.21648081,-0.085569041,-0.10192895,1,5,5
