strategy,forager,level,collection_num,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
ta,63,10,0,1,2.0,36.1178626167164,2.6096256404432885,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,2,2.0,31.18092365533773,2.7166056865848596,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,3,2.0,32.89756829919196,2.569848779847355,0.282842712474619,0,0.8792934093981167
ta,63,10,0,4,2.0,35.245567097154215,2.440118355689582,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,5,2.0,29.618406439239774,2.612196328867931,0.282842712474619,0,0.8792934093981167
ta,63,10,0,6,2.0,31.815876539866068,2.4657594787908663,0.282842712474619,0,0.8792934093981167
ta,63,10,0,7,2.0,25.495097567963924,2.7953071461304155,0.282842712474619,0,0.8792934093981167
ta,63,10,0,8,2.0,26.405491853021786,2.6649641991997406,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,9,2.0,28.412145290350743,2.497569442511892,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,10,2.0,31.100643080167973,2.3556323767046123,0.282842712474619,0,0.8792934093981167
ta,63,10,0,11,2.0,33.301651610693426,2.2710478551155346,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,12,2.0,25.04495957273639,2.5379834311593266,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,13,2.0,27.608875384557045,2.374558480045109,0.282842712474619,0,0.8792934093981167
ta,63,10,0,14,2.0,21.73131381210073,2.5908320585398394,0.282842712474619,0,0.8792934093981167
ta,63,10,0,15,2.0,24.12985702402731,2.398953039269525,0.282842712474619,0,0.8792934093981167
ta,63,10,0,16,2.0,27.244265451650556,2.246245885679887,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,17,2.0,21.319005605327842,2.3069731950740096,0.282842712474619,0,0.8792934093981167
ta,63,10,0,18,2.0,43.26950427263987,3.38393828510747,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,19,2.0,43.900455578501685,3.6407595919108102,0.2,0,0.8792934093981167
ta,63,10,0,20,2.0,38.69431482789171,3.433233046596809,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,21,2.0,35.59845502265512,3.176325032149576,0.2,0,0.8792934093981167
ta,63,10,0,22,2.0,36.908671067921155,3.6145269938108857,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,23,2.0,32.12864765283469,3.3587592218277145,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,24,2.0,40.21504693519579,3.892641566174426,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,25,2.0,36.43144246389374,3.8072188508847833,0.2,0,0.8792934093981167
ta,63,10,0,26,2.0,29.95413160150032,3.576075712974152,0.2,0,0.8792934093981167
ta,63,10,0,27,2.0,25.83118270617898,3.2470707645335617,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,28,2.0,25.04495957273639,3.0526308611015036,0.2,0,0.8792934093981167
ta,63,10,0,29,2.0,29.364093720052047,3.8142297198905197,0.2,0,0.8792934093981167
ta,63,10,0,30,2.0,23.070543990118654,3.5145369857947064,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,31,2.0,30.450779957170226,4.048426215756411,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,32,2.0,22.299103120977758,3.8256839726547276,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,33,2.0,16.347782724271816,3.4016105349312213,0.2,0,0.8792934093981167
ta,63,10,0,34,2.0,19.29378138157474,4.018635117323649,0.1414213562373095,0,0.8792934093981167
ta,63,10,0,35,2.0,12.020815280171307,2.2073045425828477,0.2,0,0.8792934093981167
ta,63,10,0,36,2.0,6.103277807866851,2.3819767415910875,0.2857142857142857,0,0.8792934093981167
ta,63,10,0,37,2.0,9.86154146165801,1.9536304464442051,0.282842712474619,0,0.8792934093981167
ta,63,10,0,38,2.0,14.396180048887969,1.7766120311963398,0.2857142857142857,0,0.8792934093981167
