strategy,forager,level,collection_num,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
clst,24,7,0,1,4.0,37.911080174534725,3.4043156830630257,0.613407053921902,0,1.5676309893321692
clst,24,7,0,2,4.0,32.01562118716424,3.4496454346135694,0.613407053921902,0,1.5676309893321692
clst,24,7,0,3,4.0,35.35533905932738,3.338988213439674,0.682842712474619,0,1.5676309893321692
clst,24,7,0,4,4.0,39.05124837953327,3.248328326238929,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,5,4.0,31.81980515339464,3.338988213439674,0.682842712474619,0,1.5676309893321692
clst,24,7,0,6,4.0,35.531676008879735,3.239319560948512,0.848528137423857,1,1.5676309893321692
clst,24,7,0,7,4.0,25.927784324928346,3.4345863321035144,0.848528137423857,0,1.5676309893321692
clst,24,7,0,8,4.0,28.284271247461902,3.338988213439674,0.613407053921902,0,1.5676309893321692
clst,24,7,0,9,4.0,32.01562118716424,3.2283309922657786,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,10,4.0,36.05551275463989,3.141592653589793,0.848528137423857,0,1.5676309893321692
clst,24,7,0,11,4.0,39.01602234979881,3.091811751653704,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,12,4.0,28.50438562747845,3.2146332188929128,0.613407053921902,0,1.5676309893321692
clst,24,7,0,13,4.0,32.59601202601324,3.120319267565732,0.848528137423857,0,1.5676309893321692
clst,24,7,0,14,4.0,25.0,3.19709115883551,0.848528137423857,0,1.5676309893321692
clst,24,7,0,15,4.0,29.154759474226502,3.0940095503128098,0.682842712474619,0,1.5676309893321692
clst,24,7,0,16,4.0,33.54101966249684,3.017237659043032,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,17,4.0,27.518175811634027,2.984728790761008,0.682842712474619,0,1.5676309893321692
clst,24,7,0,18,4.0,32.89756829919196,2.1307361239092852,0.613407053921902,0,1.5676309893321692
clst,24,7,0,19,4.0,31.622776601683793,2.2318394956455836,0.613407053921902,0,1.5676309893321692
clst,24,7,0,20,4.0,26.92582403567252,2.173083672929861,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,21,4.0,36.40054944640259,2.2752903910371143,0.682842712474619,0,1.5676309893321692
clst,24,7,0,22,4.0,28.50438562747845,2.2873380008913005,0.682842712474619,0,1.5676309893321692
clst,24,7,0,23,4.0,33.354160160315836,2.32679120198834,0.848528137423857,0,1.5676309893321692
clst,24,7,0,24,4.0,22.073740054644116,2.3250934107503634,0.848528137423857,0,1.5676309893321692
clst,24,7,0,25,4.0,25.495097567963924,2.356194490192345,0.613407053921902,0,1.5676309893321692
clst,24,7,0,26,4.0,30.4138126514911,2.388441372627599,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,27,4.0,35.35533905932738,2.4116929954380617,0.848528137423857,0,1.5676309893321692
clst,24,7,0,28,4.0,38.82331773560833,2.4244427599142058,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,29,4.0,27.613402542968153,2.462930162841481,0.613407053921902,0,1.5676309893321692
clst,24,7,0,30,4.0,32.59601202601324,2.476818158772448,0.848528137423857,0,1.5676309893321692
clst,24,7,0,31,4.0,25.0,2.5535900500422257,0.848528137423857,0,1.5676309893321692
clst,24,7,0,32,4.0,30.0,2.5535900500422257,0.682842712474619,0,1.5676309893321692
clst,24,7,0,33,4.0,35.0,2.5535900500422257,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,34,4.0,30.20347662107791,2.669731676922216,0.682842712474619,0,1.5676309893321692
clst,24,7,0,35,4.0,33.5,4.124386376837123,0.613407053921902,0,1.5676309893321692
clst,24,7,0,36,4.0,30.0,4.124386376837123,0.613407053921902,0,1.5676309893321692
clst,24,7,0,37,4.0,30.4138126514911,3.959237699422496,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,38,4.0,30.4138126514911,4.289535054251749,0.682842712474619,0,1.5676309893321692
clst,24,7,0,39,4.0,27.613402542968153,4.033726489636377,0.682842712474619,0,1.5676309893321692
clst,24,7,0,40,4.0,27.613402542968153,4.215046264037867,0.848528137423857,0,1.5676309893321692
clst,24,7,0,41,4.0,26.405491853021786,3.796647870056567,0.848528137423857,0,1.5676309893321692
clst,24,7,0,42,4.0,25.495097567963924,3.9269908169872414,0.613407053921902,0,1.5676309893321692
clst,24,7,0,43,4.0,25.0,4.124386376837123,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,44,4.0,25.495097567963924,4.321781936687003,0.848528137423857,0,1.5676309893321692
clst,24,7,0,45,4.0,26.405491853021786,4.452124883617678,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,46,4.0,22.638462845343543,4.013729155663227,0.613407053921902,0,1.5676309893321692
clst,24,7,0,47,4.0,22.638462845343543,4.235043598011018,0.848528137423857,0,1.5676309893321692
clst,24,7,0,48,4.0,20.615528128088304,3.8794077137102585,0.848528137423857,0,1.5676309893321692
clst,24,7,0,49,4.0,20.0,4.124386376837123,0.682842712474619,0,1.5676309893321692
clst,24,7,0,50,4.0,20.615528128088304,4.369365039963986,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,51,4.0,16.5,4.124386376837123,0.682842712474619,0,1.5676309893321692
clst,24,7,0,52,4.0,9.86154146165801,1.5145177905061347,0.613407053921902,0,1.5676309893321692
clst,24,7,0,53,4.0,11.180339887498949,2.0899424410414196,0.613407053921902,0,1.5676309893321692
clst,24,7,0,54,4.0,7.0710678118654755,1.7681918866447774,0.682842712474619,0,1.5676309893321692
clst,24,7,0,55,4.0,5.0,0.9827937232473292,0.8513997106635237,0,1.5676309893321692
clst,24,7,0,56,4.0,7.905694150420948,2.2318394956455836,0.682842712474619,0,1.5676309893321692
clst,24,7,0,57,4.0,3.5355339059327378,1.7681918866447774,0.848528137423857,0,1.5676309893321692
