strategy,forager,level,collection_num,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
clst,5,1,0,1,2.0,36.08670115153226,2.2603789464659267,0.613407053921902,0,1.870070710226658
clst,5,1,0,2,2.0,32.59601202601324,2.2678177040474963,0.613407053921902,0,1.870070710226658
clst,5,1,0,3,2.0,33.354160160315836,2.4178446608316038,0.8513997106635237,0,1.870070710226658
clst,5,1,0,4,2.0,32.59601202601324,2.11427392150794,0.682842712474619,0,1.870070710226658
clst,5,1,0,5,2.0,30.4138126514911,2.356194490192345,0.682842712474619,0,1.870070710226658
clst,5,1,0,6,2.0,30.0,2.191045812777718,0.848528137423857,0,1.870070710226658
clst,5,1,0,7,2.0,29.618406439239774,2.571552189890083,0.848528137423857,0,1.870070710226658
clst,5,1,0,8,2.0,28.50438562747845,2.4572978619286436,0.613407053921902,0,1.870070710226658
clst,5,1,0,9,2.0,27.613402542968153,2.2817056999784633,0.8513997106635237,0,1.870070710226658
clst,5,1,0,10,2.0,27.613402542968153,2.100385925576973,0.848528137423857,0,1.870070710226658
clst,5,1,0,11,2.0,28.146935890075138,1.9762304123760597,0.8513997106635237,0,1.870070710226658
clst,5,1,0,12,2.0,25.495097567963924,2.388441372627599,0.613407053921902,0,1.870070710226658
clst,5,1,0,13,2.0,25.0,2.191045812777718,0.848528137423857,1,1.870070710226658
clst,5,1,0,14,2.0,23.717082451262844,2.5127963671743605,0.848528137423857,0,1.870070710226658
clst,5,1,0,15,2.0,22.638462845343543,2.301703033951614,0.682842712474619,0,1.870070710226658
clst,5,1,0,16,2.0,22.638462845343543,2.0803885916038225,0.8513997106635237,0,1.870070710226658
clst,5,1,0,17,2.0,19.1637678967368,2.321873208851775,0.682842712474619,0,1.870070710226658
clst,5,1,0,18,2.0,11.280514172678478,-1.1740234419527082,0.613407053921902,0,1.870070710226658
clst,5,1,0,19,2.0,7.905694150420948,-1.2722973952087173,0.613407053921902,0,1.870070710226658
clst,5,1,0,20,2.0,10.606601717798213,-1.7359450042095235,0.8513997106635237,0,1.870070710226658
clst,5,1,0,21,2.0,7.905694150420948,-0.628796286415433,0.682842712474619,0,1.870070710226658
clst,5,1,0,22,2.0,7.0710678118654755,-1.7359450042095235,0.682842712474619,0,1.870070710226658
clst,5,1,0,23,2.0,5.0,-0.9505468408120751,0.848528137423857,0,1.870070710226658
clst,5,1,0,24,2.0,11.280514172678478,-2.2978665664663387,0.848528137423857,0,1.870070710226658
clst,5,1,0,25,2.0,7.905694150420948,-2.1995926132103296,0.613407053921902,0,1.870070710226658
clst,5,1,0,26,2.0,3.5355339059327378,-1.7359450042095235,0.8513997106635237,0,1.870070710226658
clst,5,1,0,27,2.0,3.5355339059327378,-0.1651486774146268,0.848528137423857,0,1.870070710226658
clst,5,1,0,28,2.0,6.5,0.22545836628305999,0.8513997106635237,0,1.870070710226658
clst,5,1,0,29,2.0,5.0,3.7618421395726145,0.613407053921902,0,1.870070710226658
