strategy,forager,level,total_time,total_dist,ta_wt,nn_wt,clst_wt,rmi
clst,19,9,253.37663793599657,2913.831336263958,0,0,0.971129137193233,0.41019153964647614
clst,19,10,420.5321796109665,4836.120065526118,0,0,0.971129137193233,0.023871075436694977
clst,20,1,843.4765515464723,9699.980342784427,0,0,0.5453413727700563,0.01237775838287547
clst,20,2,437.3607837060419,5029.649012619477,0,0,0.5453413727700563,0.09817922401447243
clst,20,3,665.3824743313413,7651.898454810419,0,0,0.5453413727700563,0.011012647491513317
clst,20,4,596.8352095561991,6863.6049098963,0,0,0.5453413727700563,0.10007884068227957
clst,20,5,744.9912704059569,8567.399609668515,0,0,0.5453413727700563,0.010667768018737256
clst,20,6,363.95646935860645,4185.49939762397,0,0,0.5453413727700563,0.1163418744746264
clst,20,7,612.0560560993009,7038.644645141957,0,0,0.5453413727700563,0.008019261705878633
clst,20,8,363.3675855458132,4178.727233776843,0,0,0.5453413727700563,1
clst,20,9,270.8216560341218,3114.449044392401,0,0,0.5453413727700563,0.16292850874213427
clst,20,10,417.44293571782447,4800.593760754985,0,0,0.5453413727700563,0.027011383819512957
clst,21,1,881.2948162475213,10134.89038684648,0,0,1.6021287224723646,0.01435943091809233
clst,21,2,463.07485340595014,5325.360814168422,0,0,1.6021287224723646,0.10118977929647854
clst,21,3,707.8757290969959,8140.570884615441,0,0,1.6021287224723646,0.009033158321091972
clst,21,4,560.3356951579968,6443.8604943169685,0,0,1.6021287224723646,0.2295827378279358
clst,21,5,754.0533327612768,8671.61332675469,0,0,1.6021287224723646,0.013081361919126233
clst,21,6,360.2999725055014,4143.449683813261,0,0,1.6021287224723646,0.13600757298647725
clst,21,7,631.9378848999862,7267.285676349838,0,0,1.6021287224723646,0.008684216629252117
clst,21,8,331.82264935438616,3815.960467575434,0,0,1.6021287224723646,0.7484868156772722
clst,21,9,275.9056231346421,3172.9146660483807,0,0,1.6021287224723646,0.3181536496367998
clst,21,10,449.65064825154025,5170.982454892718,0,0,1.6021287224723646,0.021450194531307032
clst,22,1,868.5511989142542,9988.338787513923,0,0,0.9531873019644216,0.01568520396588069
clst,22,2,431.3605994109763,4960.6468932262205,0,0,0.9531873019644216,0.09608762986684849
clst,22,3,717.0291655229298,8245.835403513676,0,0,0.9531873019644216,0.01526975565685651
clst,22,4,593.2932672628002,6822.8725735222115,0,0,0.9531873019644216,0.19127922282441423
clst,22,5,727.3494032049094,8364.518136856464,0,0,0.9531873019644216,0.012822423328805455
clst,22,6,355.2828201755196,4085.752432018471,0,0,0.9531873019644216,0.0888123242640424
clst,22,7,619.4151626935875,7123.27437097625,0,0,0.9531873019644216,0.005335425225086565
clst,22,8,364.45896407471054,4191.278086859162,0,0,0.9531873019644216,0.9581450375276641
clst,22,9,251.5595079755549,2892.9343417188793,0,0,0.9531873019644216,0.41930584208398725
clst,22,10,421.1258203486728,4842.946934009745,0,0,0.9531873019644216,0.035384576584269634
clst,23,1,887.6338661636692,10207.789460882186,0,0,0.8424628408287528,0.011395947720988286
clst,23,2,449.0139576526772,5163.660513005783,0,0,0.8424628408287528,0.0910523887806095
clst,23,3,709.9841046791971,8164.817203810757,0,0,0.8424628408287528,0.008460214410376476
clst,23,4,563.5944017428897,6481.335620043238,0,0,0.8424628408287528,0.13577500261446585
clst,23,5,756.7868505664678,8703.048781514382,0,0,0.8424628408287528,0.01396652894135153
clst,23,6,369.55708804000585,4249.906512460061,0,0,0.8424628408287528,0.08661460467575599
clst,23,7,622.2098898025472,7155.413732729293,0,0,0.8424628408287528,0.008131496705853225
clst,23,8,358.35729922388373,4121.1089410746545,0,0,0.8424628408287528,0.9583994601987103
clst,23,9,283.3923420949432,3259.011934091846,0,0,0.8424628408287528,0.2974401713817303
clst,23,10,442.4759461021999,5088.4733801753,0,0,0.8424628408287528,0.01489623866941403
clst,24,1,845.6169360336264,9724.594764386702,0,0,1.4201675780813303,0.007245321019791029
clst,24,2,455.4745445770531,5237.957262636106,0,0,1.4201675780813303,0.11140847408220356
clst,24,3,684.11860404951,7867.363946569351,0,0,1.4201675780813303,0.009778004080244651
clst,24,4,598.1122055448018,6878.290363765226,0,0,1.4201675780813303,0.14953903408124414
clst,24,5,744.9607878669807,8567.049060470279,0,0,1.4201675780813303,0.01302862961643092
clst,24,6,361.8776537796237,4161.593018465667,0,0,1.4201675780813303,0.11935279211864824
clst,24,7,636.8723019482075,7324.031472404379,0,0,1.4201675780813303,0.008319436438560701
clst,24,8,363.3935094602188,4179.025358792508,0,0,1.4201675780813303,1
clst,24,9,255.75640128687587,2941.1986147990665,0,0,1.4201675780813303,0.41382498947906243
clst,24,10,441.9010378469709,5081.861935240174,0,0,1.4201675780813303,0.01931215586837176
clst,25,1,878.1832215844477,10099.107048221149,0,0,1.131294795852312,0.015104427565179712
clst,25,2,425.26472871429206,4890.544380214354,0,0,1.131294795852312,0.10310136704569417
clst,25,3,707.5303430273457,8136.598944814467,0,0,1.131294795852312,0.008172886628887488
clst,25,4,531.5725018060442,6113.083770769517,0,0,1.131294795852312,0.20013010143738197
clst,25,5,712.2507315950951,8190.883413343602,0,0,1.131294795852312,0.018908383784830285
clst,25,6,374.9299515945606,4311.694443337443,0,0,1.131294795852312,0.12537416270943247
clst,25,7,576.2354124891548,6626.707243625285,0,0,1.131294795852312,0.007964859372690647
clst,25,8,340.24869687616524,3912.8600140758926,0,0,1.131294795852312,0.7705939618423852
clst,25,9,264.1983243209624,3038.280729691065,0,0,1.131294795852312,0.3655985384929945
clst,25,10,436.77770087026295,5022.943560008028,0,0,1.131294795852312,0.0325678047765684
clst,26,1,885.4265578193774,10182.405414922834,0,0,0.9624205354092736,0.010144593269924118
clst,26,2,444.13889201148424,5107.59725813206,0,0,0.9624205354092736,0.09669697471147143
clst,26,3,716.2366500329526,8236.721475378941,0,0,0.9624205354092736,0.015653052894818886
clst,26,4,546.6857936433653,6286.886626898708,0,0,0.9624205354092736,0.231469777325777
clst,26,5,785.5936270251399,9034.326710789106,0,0,0.9624205354092736,0.018785106808940966
clst,26,6,368.8023690145087,4241.227243666844,0,0,0.9624205354092736,0.10981829510500829
clst,26,7,619.1773706129767,7120.539762049235,0,0,0.9624205354092736,0.00813818269103661
clst,26,8,364.1927069505084,4188.216129930837,0,0,0.9624205354092736,0.9778650260574613
clst,26,9,256.58807959009204,2950.7629152860573,0,0,0.9624205354092736,0.29925878832468755
clst,26,10,441.3509704240936,5075.536159877079,0,0,0.9624205354092736,0.011803152454063603
clst,27,1,867.9592301421911,9981.5311466352,0,0,1.0190326717681264,0.01600495889218434
clst,27,2,433.68992112575665,4987.4340929462,0,0,1.0190326717681264,0.10333548651529811
clst,27,3,716.0916958194928,8235.054501924154,0,0,1.0190326717681264,0.008318806878111484
clst,27,4,542.6723532844366,6240.732062771033,0,0,1.0190326717681264,0.1538413753837976
clst,27,5,743.1218035319696,8545.900740617655,0,0,1.0190326717681264,0.01053964641721894
clst,27,6,360.546881229016,4146.28913413368,0,0,1.0190326717681264,0.10134414191493069
clst,27,7,645.047514623245,7418.046418167316,0,0,1.0190326717681264,0.011713947412145709
clst,27,8,363.4333926896492,4179.484015930958,0,0,1.0190326717681264,0.9734832538666737
clst,27,9,270.4405714878953,3110.066572110795,0,0,1.0190326717681264,0.2976971846927904
clst,27,10,429.43311686144887,4938.480843906667,0,0,1.0190326717681264,0.03541063658224919
clst,28,1,892.5406389368911,10264.217347774244,0,0,0.92863345953163,0.01715752595785447
clst,28,2,452.446813912547,5203.1383599942865,0,0,0.92863345953163,0.09742022863024091
clst,28,3,726.0385546902613,8349.443378937996,0,0,0.92863345953163,0.037944886625842944
clst,28,4,538.5776330145316,6193.642779667119,0,0,0.92863345953163,0.1730354284296235
clst,28,5,762.2785188017078,8766.202966219653,0,0,0.92863345953163,0.01135136157126404
clst,28,6,367.3546203270617,4224.5781337612025,0,0,0.92863345953163,0.08468642337768961
clst,28,7,588.9503486522121,6772.929009500441,0,0,0.92863345953163,0.0122832921362106
clst,28,8,361.83798166718873,4161.136789172661,0,0,0.92863345953163,0.9711673127056105
clst,28,9,261.870643194091,3011.512396732044,0,0,0.92863345953163,0.3384164308528761
clst,28,10,399.3082115785279,4592.044433153074,0,0,0.92863345953163,0.019595042954045017
clst,29,1,846.2561072870203,9731.945233800727,0,0,0.9016478901388556,0.014925837355301286
clst,29,2,437.7121436443266,5033.68965190975,0,0,0.9016478901388556,0.10403077743717815
clst,29,3,721.6551213107347,8299.033895073439,0,0,0.9016478901388556,0.008584642068006909
clst,29,4,553.8102323831134,6368.817672405814,0,0,0.9016478901388556,0.1424550250840424
clst,29,5,769.1828158374766,8845.602382130986,0,0,0.9016478901388556,0.016710825739818302
clst,29,6,356.34727179786034,4097.993625675389,0,0,0.9016478901388556,0.08960044857342053
clst,29,7,588.9519976944814,6772.94797348654,0,0,0.9016478901388556,0.012133463415689993
clst,29,8,362.03344619025313,4163.384631187902,0,0,0.9016478901388556,0.9716831360685123
clst,29,9,267.4646071320669,3075.8429820187666,0,0,0.9016478901388556,0.22464937346998104
clst,29,10,480.9293245728645,5530.6872325879485,0,0,0.9016478901388556,0.014892761578317093
clst,30,1,885.9677616870199,10188.629259400737,0,0,0.6025657045481341,0.010606232446900954
clst,30,2,441.9907557081083,5082.893690643244,0,0,0.6025657045481341,0.0917587126686934
clst,30,3,723.8012676961407,8323.714578505607,0,0,0.6025657045481341,0.0077478686647256545
clst,30,4,562.0848152376088,6463.975375232503,0,0,0.6025657045481341,0.1805830702041349
clst,30,5,731.397417167356,8411.070297424598,0,0,0.6025657045481341,0.012648342436939908
clst,30,6,341.6918090311026,3929.4558038576756,0,0,0.6025657045481341,0.07773360891026537
clst,30,7,614.9737787704922,7072.198455860656,0,0,0.6025657045481341,0.011274086702828479
clst,30,8,347.2058692956894,3992.8674969004205,0,0,0.6025657045481341,0.8790993548101027
clst,30,9,270.9650691984907,3116.098295782645,0,0,0.6025657045481341,0.26177317448819437
clst,30,10,442.3853738026002,5087.431798729908,0,0,0.6025657045481341,0.03247550503580943
clst,31,1,872.9187362009395,10038.565466310798,0,0,1.191373047147965,0.013656659665693072
